File Name,TItle,Description,Category,Level,Source Organization,Dates,Source URL,Attachment
2011-2012_CO_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Colorado in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Measures_Disciplinary,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Connecticut in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Connecticut in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Connecticut in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Connecticut in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities retained ,"Students with(out) disabilities subjected to retention by race, English proficiency, by gender and grade in Colorado in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Connecticut in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Connecticut in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Conneticut in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Conneticut in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_CT_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Conneticut in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for District of Columbia in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for District of Columbia in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for District of Columbia in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Rates_AP_IB_Participation,Estimated arrests of persons under age 18 in District of Columbia ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2008-14,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,
2011-2012_DC_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in District of Columbia in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in District of Columbia in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in District of Columbia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in District of Columbia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DC_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in District of Columbia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Measures_Disicplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Delaware in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Measures_Disicplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Delaware in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Measures_Disicplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Delaware in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities retained ,"Students with(out) disabilities subjeted to retention by race, English proficiency, by gender and grade in District of Columbia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Delaware in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Delaware in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Delaware in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Delaware in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_DE_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Delaware in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_FL_Rates_AP_IB_Participation,2011-12 Suspension rates for public elementary schools ,"Suspension rates by race, gender, disability; gaps in discipline by race; percent enrolled by race at the district, state, and national levels",Discipline,National ,Civil Rights Data Collection ,2011-12,https://www.civilrightsproject.ucla.edu/resources/projects/center-for-civil-rights-remedies/school-to-prison-folder/federal-reports/are-we-closing-the-school-discipline-gap,
2011-2012_FL_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Florida in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_FL_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Florida in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_FL_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Florida in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_FL_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Florida in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_FL_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Florida in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_GA_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities retained ,"Students with(out) disabilities subjected to retention by race, English proficiency, by gender and grade in Florida in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_GA_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Georgia in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_GA_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Georgia in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_GA_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Georgia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_GA_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Georgia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_GA_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Georgia in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_HI_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender for Hawaii in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_HI_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Hawaii in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_HI_Rates_IB_Participation,"High school graduates, by sex and whether private or public school",High school graduates by sex. The data after 2012-13 is estimated by the National Center for Education Statistics,Education ,National ,Civil Rights Data Collection ,1869-2028,https://nces.ed.gov/programs/digest/d17/tables/dt17_219.10.asp,
2011-2012_HI_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Hawaii in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_HI_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Hawaii in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_HI_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Hawaii in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Iowa in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Iowa in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Iowa in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Rates_AP_IB_Participation,Number and percentage of homeschooled students ,"Number and percentage of homeschooled students ages 5 through 17 with a grade equivalent of kindergarten through 12th grade, by selected child, parent, and household characteristics",Education ,National ,National Center for Education Statistics ,1999-2016,https://nces.ed.gov/programs/digest/d17/tables/dt17_206.10.asp,
2011-2012_IA_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Sudents with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Iowa in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Sudents with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Iowa in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Iowa in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Iowa in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IA_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Iowa in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ID_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Idaho in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ID_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Idaho in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ID_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Idaho in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ID_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Idaho in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ID_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Idaho in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ID_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Idaho in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IL_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities retained ,"Students with(out) disabilities subjected to retention by race, English proficiency, by gender and grade in Idaho in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IL_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Illinois in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IL_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Illinois in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IL_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Illinois in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IL_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Illinois in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IL_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Illinois in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IN_Rates_AP_IB_Participation,Number and percentage of students with(out) disabilities retained ,"Students with(out) disabilities subjected to retention by race, English proficiency, by gender and grade in Illinois in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IN_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or IB programs by race, English proficiency, and gender in Indiana in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IN_Rates_IB_Participation,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Indiana in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IN_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Indiana in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IN_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Indiana in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_IN_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Indiana in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Kansas in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Kansas in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Kansas in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Kansas in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Kansas in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KS_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Kentucky in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Kentucky in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Kentucky in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Rates_AP_Participation,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Rates_IB_Participation,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
