Extraction Date:,5/31/2017,,,,,,,
Updated:,,,,,,,,
Revised:,,,,,,,,
,,,,,,,,
Year,State,Personnel Type,"Teachers Highly Qualified/Paraprofessionals Qualified","Teachers Not Highly Qualified/Paraprofessionals Not Qualified",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total
2015,Oklahoma,Orientation and Mobility Specialists,-,-,-,15.5,0,15.5
2015,Oklahoma,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,97.2,11.6,108.8
2015,Oklahoma,Physical Therapists,-,-,-,194.2,5.3,199.5
2015,Oklahoma,Psychologists,-,-,-,379.5,5.3,384.8
2015,Oklahoma,Social Workers,-,-,-,29.2,0,29.2
2015,Oklahoma,Speech-Language Pathologists,-,-,-,1306,393.7,1699.7
2015,Oregon,Special Education Paraprofessionals for Ages 3-5,155.28,91.1,246.38,-,-,-
2015,Oregon,Special Education Paraprofessionals for Ages 6-21,5209.32,952.74,6162.06,-,-,-
2015,Oregon,Total Special Education Paraprofessionals ,5364.6,1043.84,6408.44,-,-,-
2015,Oregon,Special Education Teachers for Ages 3-5,147.46,14.74,162.2,-,-,-
2015,Oregon,Special Education Teachers for Ages 6-21,2957.41,108.44,3065.85,-,-,-
2015,Oregon,Total Special Education Teachers,3104.87,123.18,3228.05,-,-,-
2015,Oregon,Audiologists,-,-,-,11.96,2,13.96
2015,Oregon,Counselors and Rehabilitation Counselors,-,-,-,21,7,28
2015,Oregon,Interpreters,-,-,-,16.6,48.67,65.27
2015,Oregon,Medical / Nursing Service Staff,-,-,-,56.26,12.1,68.36
2015,Oregon,Occupational Therapists,-,-,-,97.89,26.28,124.17
2015,Oregon,Orientation and Mobility Specialists,-,-,-,22.21,1.7,23.91
2015,Oregon,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,33.25,0,33.25
2015,Oregon,Physical Therapists,-,-,-,35.78,9.39,45.17
2015,Oregon,Psychologists,-,-,-,261.2,7.4,268.6
2015,Oregon,Social Workers,-,-,-,10,1,11
2015,Oregon,Speech-Language Pathologists,-,-,-,744.07,73.09,817.16
2015,Pennsylvania,Special Education Paraprofessionals for Ages 3-5,855.34,88.88,944.22,-,-,-
2015,Pennsylvania,Special Education Paraprofessionals for Ages 6-21,22359.37,376.96,22736.33,-,-,-
2015,Pennsylvania,Total Special Education Paraprofessionals ,23214.71,465.84,23680.55,-,-,-
2015,Pennsylvania,Special Education Teachers for Ages 3-5,1145.01,12.39,1157.4,-,-,-
2015,Pennsylvania,Special Education Teachers for Ages 6-21,19913.39,238.5,20151.89,-,-,-
2015,Pennsylvania,Total Special Education Teachers,21058.4,250.89,21309.29,-,-,-
2015,Pennsylvania,Audiologists,-,-,-,82.07,2.2,84.27
2015,Pennsylvania,Counselors and Rehabilitation Counselors,-,-,-,1816.63,9.75,1826.38
2015,Pennsylvania,Interpreters,-,-,-,228.16,3,231.16
2015,Pennsylvania,Medical / Nursing Service Staff,-,-,-,1285.72,49.75,1335.47
2015,Pennsylvania,Occupational Therapists,-,-,-,1148.76,19.17,1167.93
2015,Pennsylvania,Orientation and Mobility Specialists,-,-,-,78.02,3,81.02
2015,Pennsylvania,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,1187.01,10.44,1197.45
2015,Pennsylvania,Physical Therapists,-,-,-,508.54,5.05,513.59
2015,Pennsylvania,Psychologists,-,-,-,1680.04,19.5,1699.54
2015,Pennsylvania,Social Workers,-,-,-,524.1,6,530.1
2015,Pennsylvania,Speech-Language Pathologists,-,-,-,3001.12,53.1,3054.22
2015,Puerto Rico,Special Education Paraprofessionals for Ages 3-5,57,0,57,-,-,-
2015,Puerto Rico,Special Education Paraprofessionals for Ages 6-21,5797,0,5797,-,-,-
2015,Puerto Rico,Total Special Education Paraprofessionals ,5854,0,5854,-,-,-
2015,Puerto Rico,Special Education Teachers for Ages 3-5,645,188.5,833.5,-,-,-
2015,Puerto Rico,Special Education Teachers for Ages 6-21,3449,1355.5,4804.5,-,-,-
2015,Puerto Rico,Total Special Education Teachers,4094,1544,5638,-,-,-
2015,Puerto Rico,Audiologists,-,-,-,0,0,0
2015,Puerto Rico,Counselors and Rehabilitation Counselors,-,-,-,0,0,0
2015,Puerto Rico,Interpreters,-,-,-,0,0,0
2015,Puerto Rico,Medical / Nursing Service Staff,-,-,-,11,0,11
2015,Puerto Rico,Occupational Therapists,-,-,-,662,0,662
2015,Puerto Rico,Orientation and Mobility Specialists,-,-,-,0,0,0
2015,Puerto Rico,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,189,0,189
2015,Puerto Rico,Physical Therapists,-,-,-,158,0,158
2015,Puerto Rico,Psychologists,-,-,-,791,0,791
2015,Puerto Rico,Social Workers,-,-,-,137,0,137
2015,Puerto Rico,Speech-Language Pathologists,-,-,-,1305,0,1305
2015,Republic of Palau,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-
2015,Republic of Palau,Special Education Paraprofessionals for Ages 6-21,2,0,2,-,-,-
2015,Republic of Palau,Total Special Education Paraprofessionals ,2,0,2,-,-,-
2015,Republic of Palau,Special Education Teachers for Ages 3-5,0,1,1,-,-,-
2015,Republic of Palau,Special Education Teachers for Ages 6-21,11,12,23,-,-,-
2015,Republic of Palau,Total Special Education Teachers,11,13,24,-,-,-
2015,Republic of Palau,Audiologists,-,-,-,-,-,-
2015,Republic of Palau,Counselors and Rehabilitation Counselors,-,-,-,-,-,-
2015,Republic of Palau,Interpreters,-,-,-,-,-,-
2015,Republic of Palau,Medical / Nursing Service Staff,-,-,-,-,-,-
2015,Republic of Palau,Occupational Therapists,-,-,-,0,0,0
2015,Republic of Palau,Orientation and Mobility Specialists,-,-,-,-,-,-
2015,Republic of Palau,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,-,-,-
2015,Republic of Palau,Physical Therapists,-,-,-,0,1,1
2015,Republic of Palau,Psychologists,-,-,-,-,-,-
2015,Republic of Palau,Social Workers,-,-,-,-,-,-
2015,Republic of Palau,Speech-Language Pathologists,-,-,-,0,2,2
2015,Republic of the Marshall Islands,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-
2015,Republic of the Marshall Islands,Special Education Paraprofessionals for Ages 6-21,0,0,0,-,-,-
2015,Republic of the Marshall Islands,Total Special Education Paraprofessionals ,0,0,0,-,-,-
2015,Republic of the Marshall Islands,Special Education Teachers for Ages 3-5,7,5,12,-,-,-
2015,Republic of the Marshall Islands,Special Education Teachers for Ages 6-21,55,58,113,-,-,-
2015,Republic of the Marshall Islands,Total Special Education Teachers,62,63,125,-,-,-
2015,Republic of the Marshall Islands,Audiologists,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Counselors and Rehabilitation Counselors,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Interpreters,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Medical / Nursing Service Staff,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Occupational Therapists,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Orientation and Mobility Specialists,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Physical Therapists,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Psychologists,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Social Workers,-,-,-,0,0,0
2015,Republic of the Marshall Islands,Speech-Language Pathologists,-,-,-,0,0,0
2015,Rhode Island,Special Education Paraprofessionals for Ages 3-5,139.09,-,139.09,-,-,-
2015,Rhode Island,Special Education Paraprofessionals for Ages 6-21,1620.92,3.5,1624.42,-,-,-
2015,Rhode Island,Total Special Education Paraprofessionals ,1760.01,3.5,1763.51,-,-,-
2015,Rhode Island,Special Education Teachers for Ages 3-5,156,7,163,-,-,-
2015,Rhode Island,Special Education Teachers for Ages 6-21,1568,9,1577,-,-,-
2015,Rhode Island,Total Special Education Teachers,1724,16,1740,-,-,-
2015,Rhode Island,Audiologists,-,-,-,1,0,1
2015,Rhode Island,Counselors and Rehabilitation Counselors,-,-,-,350,0,350
2015,Rhode Island,Interpreters,-,-,-,0,0,0
2015,Rhode Island,Medical / Nursing Service Staff,-,-,-,280,4,284
2015,Rhode Island,Occupational Therapists,-,-,-,1,1,2
2015,Rhode Island,Orientation and Mobility Specialists,-,-,-,0,0,0
2015,Rhode Island,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,87,3,90
2015,Rhode Island,Physical Therapists,-,-,-,2,0,2
2015,Rhode Island,Psychologists,-,-,-,173,1,174
2015,Rhode Island,Social Workers,-,-,-,239,0,239
2015,Rhode Island,Speech-Language Pathologists,-,-,-,304,0,304
2015,South Carolina,Special Education Paraprofessionals for Ages 3-5,634.69,27.07,661.76,-,-,-
2015,South Carolina,Special Education Paraprofessionals for Ages 6-21,3897.85,80.68,3978.53,-,-,-
2015,South Carolina,Total Special Education Paraprofessionals ,4532.54,107.75,4640.29,-,-,-
2015,South Carolina,Special Education Teachers for Ages 3-5,656.63,21.32,677.95,-,-,-
2015,South Carolina,Special Education Teachers for Ages 6-21,5597.42,297.62,5895.04,-,-,-
2015,South Carolina,Total Special Education Teachers,6254.05,318.94,6572.99,-,-,-
2015,South Carolina,Audiologists,-,-,-,19.95,0,19.95
2015,South Carolina,Counselors and Rehabilitation Counselors,-,-,-,339.59,20,359.59
2015,South Carolina,Interpreters,-,-,-,85.69,7.25,92.94
2015,South Carolina,Medical / Nursing Service Staff,-,-,-,261.52,0,261.52
2015,South Carolina,Occupational Therapists,-,-,-,239.4,3,242.4
2015,South Carolina,Orientation and Mobility Specialists,-,-,-,27.13,0,27.13
2015,South Carolina,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,105.1,0,105.1
2015,South Carolina,Physical Therapists,-,-,-,100.24,0,100.24
2015,South Carolina,Psychologists,-,-,-,499.68,4,503.68
2015,South Carolina,Social Workers,-,-,-,67.88,1,68.88
2015,South Carolina,Speech-Language Pathologists,-,-,-,1029.6,9.79,1039.39
2015,South Dakota,Special Education Paraprofessionals for Ages 3-5,182.99,4.35,187.34,-,-,-
2015,South Dakota,Special Education Paraprofessionals for Ages 6-21,1624.18,21.46,1645.64,-,-,-
2015,South Dakota,Total Special Education Paraprofessionals ,1807.17,25.81,1832.98,-,-,-
2015,South Dakota,Special Education Teachers for Ages 3-5,131.17,9.4,140.57,-,-,-
2015,South Dakota,Special Education Teachers for Ages 6-21,991.73,55.36,1047.09,-,-,-
2015,South Dakota,Total Special Education Teachers,1122.9,64.76,1187.66,-,-,-
2015,South Dakota,Audiologists,-,-,-,0.82,0,0.82
2015,South Dakota,Counselors and Rehabilitation Counselors,-,-,-,6.38,0.15,6.53
2015,South Dakota,Interpreters,-,-,-,31.91,1,32.91
2015,South Dakota,Medical / Nursing Service Staff,-,-,-,27.85,0,27.85
2015,South Dakota,Occupational Therapists,-,-,-,95.73,4.05,99.78
2015,South Dakota,Orientation and Mobility Specialists,-,-,-,1,0,1
2015,South Dakota,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,11.63,0,11.63
2015,South Dakota,Physical Therapists,-,-,-,58.35,2.1,60.45
2015,South Dakota,Psychologists,-,-,-,76.27,0,76.27
2015,South Dakota,Social Workers,-,-,-,2.03,2,4.03
2015,South Dakota,Speech-Language Pathologists,-,-,-,245,8.2,253.2
2015,Tennessee,Special Education Paraprofessionals for Ages 3-5,791.64,10.01,801.65,-,-,-
2015,Tennessee,Special Education Paraprofessionals for Ages 6-21,7717.28,168.25,7885.53,-,-,-
2015,Tennessee,Total Special Education Paraprofessionals ,8508.92,178.26,8687.18,-,-,-
2015,Tennessee,Special Education Teachers for Ages 3-5,496.96,50,546.96,-,-,-
2015,Tennessee,Special Education Teachers for Ages 6-21,7138.39,539.6,7677.99,-,-,-
2015,Tennessee,Total Special Education Teachers,7635.35,589.6,8224.95,-,-,-
2015,Tennessee,Audiologists,-,-,-,24.95,0,24.95
2015,Tennessee,Counselors and Rehabilitation Counselors,-,-,-,53.08,2,55.08
2015,Tennessee,Interpreters,-,-,-,126.98,11.25,138.23
2015,Tennessee,Medical / Nursing Service Staff,-,-,-,218.88,0,218.88
2015,Tennessee,Occupational Therapists,-,-,-,265.3,11.05,276.35
2015,Tennessee,Orientation and Mobility Specialists,-,-,-,25.05,1,26.05
2015,Tennessee,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,11.45,0,11.45
2015,Tennessee,Physical Therapists,-,-,-,113.29,3.2,116.49
2015,Tennessee,Psychologists,-,-,-,553.42,4,557.42
2015,Tennessee,Social Workers,-,-,-,70.05,0.8,70.85
2015,Tennessee,Speech-Language Pathologists,-,-,-,971.2,62.57,1033.77
2015,Texas,Special Education Paraprofessionals for Ages 3-5,3091.75,10.61,3102.36,-,-,-
2015,Texas,Special Education Paraprofessionals for Ages 6-21,16968.44,103.72,17072.16,-,-,-
2015,Texas,Total Special Education Paraprofessionals ,20060.19,114.33,20174.52,-,-,-
2015,Texas,Special Education Teachers for Ages 3-5,2322.03,34.5,2356.53,-,-,-
2015,Texas,Special Education Teachers for Ages 6-21,19736.93,429.19,20166.12,-,-,-
2015,Texas,Total Special Education Teachers,22058.96,463.69,22522.65,-,-,-
2015,Texas,Audiologists,-,-,-,63.53,0,63.53
2015,Texas,Counselors and Rehabilitation Counselors,-,-,-,412.96,0,412.96
2015,Texas,Interpreters,-,-,-,293.92,0,293.92
2015,Texas,Medical / Nursing Service Staff,-,-,-,87.83,0,87.83
2015,Texas,Occupational Therapists,-,-,-,661.85,0,661.85
2015,Texas,Orientation and Mobility Specialists,-,-,-,119.31,0,119.31
2015,Texas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,10.34,0,10.34
2015,Texas,Physical Therapists,-,-,-,265.86,0,265.86
2015,Texas,Psychologists,-,-,-,1577.56,0,1577.56
2015,Texas,Social Workers,-,-,-,83.68,0,83.68
2015,Texas,Speech-Language Pathologists,-,-,-,4497.53,0,4497.53
2015,"US, Outlying Areas, and Freely Associated States",Special Education Paraprofessionals for Ages 3-5,52192.7,3021.91,55214.61,-,-,-
2015,"US, Outlying Areas, and Freely Associated States",Special Education Paraprofessionals for Ages 6-21,407090.2,25941.85,433032.05,-,-,-
2015,"US, Outlying Areas, and Freely Associated States",Total Special Education Paraprofessionals,459282.9,28963.76,488246.66,-,-,-
2015,"US, Outlying Areas, and Freely Associated States",Special Education Teachers for Ages 3-5,37084.62,2846.37,39930.99,-,-,-
2015,"US, Outlying Areas, and Freely Associated States",Special Education Teachers for Ages 6-21,329700.99,24100.34,353801.33,-,-,-
2015,"US, Outlying Areas, and Freely Associated States",Total Special Education Teachers,366785.61,26946.71,393732.32,-,-,-
2015,"US, Outlying Areas, and Freely Associated States",Audiologists,-,-,-,1223.12,62.93,1286.05
2015,"US, Outlying Areas, and Freely Associated States",Counselors and Rehabilitation Counselors,-,-,-,16309.95,267.24,16577.19
2015,"US, Outlying Areas, and Freely Associated States",Interpreters,-,-,-,5748.49,768.67,6517.16
2015,"US, Outlying Areas, and Freely Associated States",Medical / Nursing Service Staff,-,-,-,15615.95,615.77,16231.72
2015,"US, Outlying Areas, and Freely Associated States",Occupational Therapists,-,-,-,19462.68,1902.98,21365.66
2015,"US, Outlying Areas, and Freely Associated States",Orientation and Mobility Specialists,-,-,-,1495.23,48.21,1543.44
2015,"US, Outlying Areas, and Freely Associated States",Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,13311.53,336.05,13647.58
2015,"US, Outlying Areas, and Freely Associated States",Physical Therapists,-,-,-,7789.07,565.7,8354.77
2015,"US, Outlying Areas, and Freely Associated States",Psychologists,-,-,-,34918.36,423.26,35341.62
2015,"US, Outlying Areas, and Freely Associated States",Social Workers,-,-,-,16691.6,296.49,16988.09
2015,"US, Outlying Areas, and Freely Associated States",Speech-Language Pathologists,-,-,-,67761.89,1659.17,69421.06
2015,Utah,Special Education Paraprofessionals for Ages 3-5,665.27,19.75,685.02,-,-,-
2015,Utah,Special Education Paraprofessionals for Ages 6-21,4408.32,336.52,4744.84,-,-,-
2015,Utah,Total Special Education Paraprofessionals ,5073.59,356.27,5429.86,-,-,-
2015,Utah,Special Education Teachers for Ages 3-5,274.92,34,308.92,-,-,-
2015,Utah,Special Education Teachers for Ages 6-21,2708.23,291.58,2999.81,-,-,-
2015,Utah,Total Special Education Teachers,2983.15,325.58,3308.73,-,-,-
2015,Utah,Audiologists,-,-,-,25.95,0,25.95
2015,Utah,Counselors and Rehabilitation Counselors,-,-,-,92.8,2.5,95.3
2015,Utah,Interpreters,-,-,-,57.29,5.84,63.13
2015,Utah,Medical / Nursing Service Staff,-,-,-,82.41,0,82.41
2015,Utah,Occupational Therapists,-,-,-,87.76,11,98.76
2015,Utah,Orientation and Mobility Specialists,-,-,-,24.6,0,24.6
2015,Utah,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,60.1,1,61.1
2015,Utah,Physical Therapists,-,-,-,35.25,3,38.25
2015,Utah,Psychologists,-,-,-,218.4,17.5,235.9
2015,Utah,Social Workers,-,-,-,31,0,31
2015,Utah,Speech-Language Pathologists,-,-,-,634.6,32.3,666.9
2015,Vermont,Special Education Paraprofessionals for Ages 3-5,175.57,0.15,175.72,-,-,-
2015,Vermont,Special Education Paraprofessionals for Ages 6-21,2740.85,16.5,2757.35,-,-,-
2015,Vermont,Total Special Education Paraprofessionals ,2916.42,16.65,2933.07,-,-,-
2015,Vermont,Special Education Teachers for Ages 3-5,119.25,8.5,127.75,-,-,-
2015,Vermont,Special Education Teachers for Ages 6-21,1149.32,78.25,1227.57,-,-,-
2015,Vermont,Total Special Education Teachers,1268.57,86.75,1355.32,-,-,-
2015,Vermont,Audiologists,-,-,-,1.91,0,1.91
2015,Vermont,Counselors and Rehabilitation Counselors,-,-,-,39.94,0,39.94
2015,Vermont,Interpreters,-,-,-,7.02,0,7.02
2015,Vermont,Medical / Nursing Service Staff,-,-,-,14.88,0,14.88
2015,Vermont,Occupational Therapists,-,-,-,64.15,0.5,64.65
2015,Vermont,Orientation and Mobility Specialists,-,-,-,0.77,0,0.77
2015,Vermont,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,8.24,0,8.24
2015,Vermont,Physical Therapists,-,-,-,23.22,0.4,23.62
2015,Vermont,Psychologists,-,-,-,78.91,5,83.91
2015,Vermont,Social Workers,-,-,-,26.3,1.95,28.25
2015,Vermont,Speech-Language Pathologists,-,-,-,258.38,9.6,267.98
2015,Virgin Islands,Special Education Paraprofessionals for Ages 3-5,2,0,2,-,-,-
2015,Virgin Islands,Special Education Paraprofessionals for Ages 6-21,85,14,99,-,-,-
2015,Virgin Islands,Total Special Education Paraprofessionals ,87,14,101,-,-,-
2015,Virgin Islands,Special Education Teachers for Ages 3-5,3,1,4,-,-,-
2015,Virgin Islands,Special Education Teachers for Ages 6-21,89,19,108,-,-,-
2015,Virgin Islands,Total Special Education Teachers,92,20,112,-,-,-
2015,Virgin Islands,Audiologists,-,-,-,0,0,0
2015,Virgin Islands,Counselors and Rehabilitation Counselors,-,-,-,0,0,0
2015,Virgin Islands,Interpreters,-,-,-,1,0,1
2015,Virgin Islands,Medical / Nursing Service Staff,-,-,-,0,0,0
2015,Virgin Islands,Occupational Therapists,-,-,-,5,0,5
2015,Virgin Islands,Orientation and Mobility Specialists,-,-,-,1,0,1
2015,Virgin Islands,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0
2015,Virgin Islands,Physical Therapists,-,-,-,1,0,1
2015,Virgin Islands,Psychologists,-,-,-,13,0,13
2015,Virgin Islands,Social Workers,-,-,-,4,2,6
2015,Virgin Islands,Speech-Language Pathologists,-,-,-,18,0,18
2015,Virginia,Special Education Paraprofessionals for Ages 3-5,2324.7,0,2324.7,-,-,-
2015,Virginia,Special Education Paraprofessionals for Ages 6-21,9887.73,0,9887.73,-,-,-
2015,Virginia,Total Special Education Paraprofessionals ,12212.43,0,12212.43,-,-,-
2015,Virginia,Special Education Teachers for Ages 3-5,646.36,0,646.36,-,-,-
2015,Virginia,Special Education Teachers for Ages 6-21,10236.32,647.62,10883.94,-,-,-
2015,Virginia,Total Special Education Teachers,10882.68,647.62,11530.3,-,-,-
2015,Virginia,Audiologists,-,-,-,45.2,1,46.2
2015,Virginia,Counselors and Rehabilitation Counselors,-,-,-,624.4,6,630.4
2015,Virginia,Interpreters,-,-,-,182.33,54,236.33
2015,Virginia,Medical / Nursing Service Staff,-,-,-,133.1,3,136.1
2015,Virginia,Occupational Therapists,-,-,-,328.31,17,345.31
2015,Virginia,Orientation and Mobility Specialists,-,-,-,5.71,1,6.71
2015,Virginia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,728.6,1,729.6
2015,Virginia,Physical Therapists,-,-,-,131.88,4,135.88
2015,Virginia,Psychologists,-,-,-,732.45,7,739.45
2015,Virginia,Social Workers,-,-,-,587.5,2.5,590
2015,Virginia,Speech-Language Pathologists,-,-,-,1303.66,42.6,1346.26
2015,Washington,Special Education Paraprofessionals for Ages 3-5,714.45,0,714.45,-,-,-
2015,Washington,Special Education Paraprofessionals for Ages 6-21,7838.04,0,7838.04,-,-,-
2015,Washington,Total Special Education Paraprofessionals ,8552.49,0,8552.49,-,-,-
2015,Washington,Special Education Teachers for Ages 3-5,598.62,10.7,609.32,-,-,-
2015,Washington,Special Education Teachers for Ages 6-21,5645.53,291.18,5936.71,-,-,-
2015,Washington,Total Special Education Teachers,6244.15,301.88,6546.03,-,-,-
2015,Washington,Audiologists,-,-,-,26.43,0,26.43
2015,Washington,Counselors and Rehabilitation Counselors,-,-,-,154.37,0,154.37
2015,Washington,Interpreters,-,-,-,149.47,15.26,164.73
2015,Washington,Medical / Nursing Service Staff,-,-,-,262.52,20.23,282.75
2015,Washington,Occupational Therapists,-,-,-,484.22,5.15,489.37
2015,Washington,Orientation and Mobility Specialists,-,-,-,36.78,2.07,38.85
2015,Washington,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,29.31,0,29.31
2015,Washington,Physical Therapists,-,-,-,185.69,4.78,190.47
2015,Washington,Psychologists,-,-,-,1033.04,9.85,1042.89
2015,Washington,Social Workers,-,-,-,29.95,0,29.95
2015,Washington,Speech-Language Pathologists,-,-,-,1349.32,13.17,1362.49
2015,West Virginia,Special Education Paraprofessionals for Ages 3-5,234.5,15,249.5,-,-,-
2015,West Virginia,Special Education Paraprofessionals for Ages 6-21,1276.75,13,1289.75,-,-,-
2015,West Virginia,Total Special Education Paraprofessionals ,1511.25,28,1539.25,-,-,-
2015,West Virginia,Special Education Teachers for Ages 3-5,275.42,35.5,310.92,-,-,-
2015,West Virginia,Special Education Teachers for Ages 6-21,1729.49,446.75,2176.24,-,-,-
2015,West Virginia,Total Special Education Teachers,2004.91,482.25,2487.16,-,-,-
2015,West Virginia,Audiologists,-,-,-,6.77,0,6.77
2015,West Virginia,Counselors and Rehabilitation Counselors,-,-,-,34.5,0,34.5
2015,West Virginia,Interpreters,-,-,-,33.8,39,72.8
2015,West Virginia,Medical / Nursing Service Staff,-,-,-,89.2,4.5,93.7
2015,West Virginia,Occupational Therapists,-,-,-,59.71,8.2,67.91
2015,West Virginia,Orientation and Mobility Specialists,-,-,-,4.4,0.5,4.9
2015,West Virginia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,5,0,5
2015,West Virginia,Physical Therapists,-,-,-,33.33,0.2,33.53
2015,West Virginia,Psychologists,-,-,-,106.86,2,108.86
2015,West Virginia,Social Workers,-,-,-,1.62,0,1.62
2015,West Virginia,Speech-Language Pathologists,-,-,-,436.42,20.34,456.76
2015,Wisconsin,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-
2015,Wisconsin,Special Education Paraprofessionals for Ages 6-21,4904.54,115.25,5019.79,-,-,-
2015,Wisconsin,Total Special Education Paraprofessionals ,4904.54,115.25,5019.79,-,-,-
2015,Wisconsin,Special Education Teachers for Ages 3-5,573.36,19.39,592.75,-,-,-
2015,Wisconsin,Special Education Teachers for Ages 6-21,6986.43,352.43,7338.86,-,-,-
2015,Wisconsin,Total Special Education Teachers,7559.79,371.82,7931.61,-,-,-
2015,Wisconsin,Audiologists,-,-,-,24.53,0.2,24.73
2015,Wisconsin,Counselors and Rehabilitation Counselors,-,-,-,187.71,1.4,189.11
2015,Wisconsin,Interpreters,-,-,-,170.79,1.9,172.69
2015,Wisconsin,Medical / Nursing Service Staff,-,-,-,137.28,0,137.28
2015,Wisconsin,Occupational Therapists,-,-,-,419.42,2.79,422.21
2015,Wisconsin,Orientation and Mobility Specialists,-,-,-,21.62,0.5,22.12
2015,Wisconsin,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,123.87,1.43,125.3
2015,Wisconsin,Physical Therapists,-,-,-,166.82,0,166.82
2015,Wisconsin,Psychologists,-,-,-,737.5,6.54,744.04
2015,Wisconsin,Social Workers,-,-,-,322.61,5.07,327.68
2015,Wisconsin,Speech-Language Pathologists,-,-,-,1595.38,7.1,1602.48
2015,Wyoming,Special Education Paraprofessionals for Ages 3-5,162.03,48.29,210.32,-,-,-
2015,Wyoming,Special Education Paraprofessionals for Ages 6-21,954.67,657.41,1612.08,-,-,-
2015,Wyoming,Total Special Education Paraprofessionals ,1116.7,705.7,1822.4,-,-,-
2015,Wyoming,Special Education Teachers for Ages 3-5,84.7,22,106.7,-,-,-
2015,Wyoming,Special Education Teachers for Ages 6-21,586.04,23.98,610.02,-,-,-
2015,Wyoming,Total Special Education Teachers,670.74,45.98,716.72,-,-,-
2015,Wyoming,Audiologists,-,-,-,3,-,3
2015,Wyoming,Counselors and Rehabilitation Counselors,-,-,-,22.14,3,25.14
2015,Wyoming,Interpreters,-,-,-,10.91,-,10.91
2015,Wyoming,Medical / Nursing Service Staff,-,-,-,4.37,1.78,6.15
2015,Wyoming,Occupational Therapists,-,-,-,40.82,-,40.82
2015,Wyoming,Orientation and Mobility Specialists,-,-,-,-,-,-
2015,Wyoming,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,28.43,2.87,31.3
2015,Wyoming,Physical Therapists,-,-,-,7.96,-,7.96
2015,Wyoming,Psychologists,-,-,-,69.16,3,72.16
2015,Wyoming,Social Workers,-,-,-,44.02,1.66,45.68
2015,Wyoming,Speech-Language Pathologists,-,-,-,124.93,2.81,127.74
,,,,,,,,
 -------------------,,,,,,,,
 -  Data not available.,,,,,,,,
* Data flagged due to questionable data quality,,,,,,,,
