Year,State,Personnel Type,EmployedN/VCertified,EmployedN/Vnot Certified,Total Employed,Nation_ID,State_ID,Region_ID,Division_ID
2005,New Jersey               ,Physical education teachers                  ,298,12,310,,34,1,2
2005,New Jersey               ,Work-study coordinators                      ,95,3,98,,34,1,2
2005,New Jersey               ,Psychologists                                ,"1,619.00",49,"1,668.00",,34,1,2
2005,New Jersey               ,School social workers                        ,"2,111.00",42,"2,153.00",,34,1,2
2005,New Jersey               ,Occupational therapists                      ,"1,004.00",5,"1,009.00",,34,1,2
2005,New Jersey               ,Audiologists                                 ,21,6,27,,34,1,2
2005,New Jersey               ,Teacher aides                                ,"20,033.00",0,"20,033.00",,34,1,2
2005,New Jersey               ,Recreation specialists                       ,11,0,11,,34,1,2
2005,New Jersey               ,Diagnostic & evaluation staff                ,64,8,72,,34,1,2
2005,New Jersey               ,Physical therapists                          ,491,4,495,,34,1,2
2005,New Jersey               ,Counselors                                   ,"2,001.00",16,"2,017.00",,34,1,2
2005,New Jersey               ,Speech pathologists                          ,"2,663.00",118,"2,781.00",,34,1,2
2005,New Jersey               ,Supervisors/administrators                   ,"1,049.00",18,"1,067.00",,34,1,2
2005,New Jersey               ,Supervisors/administrators (SEA)             ,111,0,111,,34,1,2
2005,New Jersey               ,Interpreters                                 ,92,14,106,,34,1,2
2005,New Jersey               ,Rehabilitation counselors                    ,41,1,42,,34,1,2
2005,New Jersey               ,Other professional staff                     ,923,58,981,,34,1,2
2005,New Jersey               ,Non-professional staff                       ,"1,195.00",0,"1,195.00",,34,1,2
2005,New Jersey               ,Total                                        ,"34,311.00",371,"34,682.00",,34,1,2
2005,New Mexico               ,Special ed teachers for 3-5                  ,307,19,326,,35,4,8
2005,New Mexico               ,Special ed teachers for 6-21                 ,"3,965.00",220,"4,186.00",,35,4,8
2005,New Mexico               ,Vocational education teachers                ,          N/V,          N/V,          N/V,,35,4,8
2005,New Mexico               ,Physical education teachers                  ,          N/V,          N/V,          N/V,,35,4,8
2005,New Mexico               ,Work-study coordinators                      ,          N/V,          N/V,          N/V,,35,4,8
2005,New Mexico               ,Psychologists                                ,136,5,141,,35,4,8
2005,New Mexico               ,School social workers                        ,371,10,381,,35,4,8
2005,New Mexico               ,Occupational therapists                      ,224,18,242,,35,4,8
2005,New Mexico               ,Audiologists                                 ,28,2,30,,35,4,8
2005,New Mexico               ,Teacher aides                                ,"2,769.00",79,"2,848.00",,35,4,8
2005,New Mexico               ,Recreation specialists                       ,17,0,17,,35,4,8
2005,New Mexico               ,Diagnostic & evaluation staff                ,322,3,325,,35,4,8
2005,New Mexico               ,Physical therapists                          ,102,3,105,,35,4,8
2005,New Mexico               ,Counselors                                   ,          N/V,          N/V,          N/V,,35,4,8
2005,New Mexico               ,Speech pathologists                          ,557,31,588,,35,4,8
2005,New Mexico               ,Supervisors/administrators                   ,66,19,85,,35,4,8
2005,New Mexico               ,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V,,35,4,8
2005,New Mexico               ,Interpreters                                 ,38,4,42,,35,4,8
2005,New Mexico               ,Rehabilitation counselors                    ,28,0,28,,35,4,8
2005,New Mexico               ,Other professional staff                     ,112,44,156,,35,4,8
2005,New Mexico               ,Non-professional staff                       ,          N/V,          N/V,          N/V,,35,4,8
2005,New Mexico               ,Total                                        ,"4,770.00",217,"4,987.00",,35,4,8
2005,New York                 ,Special ed teachers for 3-5                  ,"3,564.00","1,778.00","5,342.00",,36,1,2
2005,New York                 ,Special ed teachers for 6-21                 ,"38,226.00","5,686.00","43,912.00",,36,1,2
2005,New York                 ,Vocational education teachers                ,262,122,383,,36,1,2
2005,New York                 ,Physical education teachers                  ,"1,294.00",216,"1,510.00",,36,1,2
2005,New York                 ,Work-study coordinators                      ,68,13,81,,36,1,2
2005,New York                 ,Psychologists                                ,"4,294.00",434,"4,727.00",,36,1,2
2005,New York                 ,School social workers                        ,"3,767.00",314,"4,082.00",,36,1,2
2005,New York                 ,Occupational therapists                      ,"3,320.00",11,"3,331.00",,36,1,2
2005,New York                 ,Audiologists                                 ,93,0,93,,36,1,2
2005,New York                 ,Teacher aides                                ,"24,083.00",0,"24,083.00",,36,1,2
2005,New York                 ,Recreation specialists                       ,0,0,0,,36,1,2
2005,New York                 ,Diagnostic & evaluation staff                ,0,0,0,,36,1,2
2005,New York                 ,Physical therapists                          ,"1,879.00",10,"1,889.00",,36,1,2
2005,New York                 ,Counselors                                   ,"2,336.00",233,"2,569.00",,36,1,2
2005,New York                 ,Speech pathologists                          ,"4,514.00",403,"4,917.00",,36,1,2
2005,New York                 ,Supervisors/administrators                   ,"3,333.00",192,"3,525.00",,36,1,2
2005,New York                 ,Supervisors/administrators (SEA)             ,1,0,1,,36,1,2
2005,New York                 ,Interpreters                                 ,267,19,286,,36,1,2
2005,New York                 ,Rehabilitation counselors                    ,20,6,26,,36,1,2
2005,New York                 ,Other professional staff                     ,"31,694.00","1,905.00","33,600.00",,36,1,2
2005,New York                 ,Non-professional staff                       ,"4,425.00",663,"5,087.00",,36,1,2
2005,New York                 ,Total                                        ,"85,649.00","4,541.00","90,190.00",,36,1,2
2005,North Carolina           ,Special ed teachers for 3-5                  ,947,174,"1,122.00",,37,3,5
2005,North Carolina           ,Special ed teachers for 6-21                 ,"9,600.00","1,402.00","11,003.00",,37,3,5
2005,North Carolina           ,Vocational education teachers                ,635,222,857,,37,3,5
2005,North Carolina           ,Physical education teachers                  ,214,115,329,,37,3,5
2005,North Carolina           ,Work-study coordinators                      ,41,27,68,,37,3,5
2005,North Carolina           ,Psychologists                                ,676,23,699,,37,3,5
2005,North Carolina           ,School social workers                        ,229,38,267,,37,3,5
2005,North Carolina           ,Occupational therapists                      ,441,58,500,,37,3,5
2005,North Carolina           ,Audiologists                                 ,139,14,153,,37,3,5
2005,North Carolina           ,Teacher aides                                ,"7,320.00","1,685.00","9,005.00",,37,3,5
2005,North Carolina           ,Recreation specialists                       ,11,12,23,,37,3,5
2005,North Carolina           ,Diagnostic & evaluation staff                ,160,19,179,,37,3,5
2005,North Carolina           ,Physical therapists                          ,244,27,272,,37,3,5
2005,North Carolina           ,Counselors                                   ,568,19,587,,37,3,5
2005,North Carolina           ,Speech pathologists                          ,"1,660.00",40,"1,700.00",,37,3,5
2005,North Carolina           ,Supervisors/administrators                   ,729,88,817,,37,3,5
2005,North Carolina           ,Supervisors/administrators (SEA)             ,62,0,62,,37,3,5
2005,North Carolina           ,Interpreters                                 ,273,88,361,,37,3,5
2005,North Carolina           ,Rehabilitation counselors                    ,18,2,20,,37,3,5
2005,North Carolina           ,Other professional staff                     ,557,91,648,,37,3,5
2005,North Carolina           ,Non-professional staff                       ,458,289,747,,37,3,5
2005,North Carolina           ,Total                                        ,"14,436.00","2,856.00","17,293.00",,37,3,5
2005,North Dakota             ,Special ed teachers for 3-5                  ,74,10,84,,38,2,4
2005,North Dakota             ,Special ed teachers for 6-21                 ,792,32,825,,38,2,4
2005,North Dakota             ,Vocational education teachers                ,7,1,8,,38,2,4
2005,North Dakota             ,Physical education teachers                  ,7,          N/V,7,,38,2,4
2005,North Dakota             ,Work-study coordinators                      ,4,2,6,,38,2,4
2005,North Dakota             ,Psychologists                                ,44,2,46,,38,2,4
2005,North Dakota             ,School social workers                        ,40,          N/V,40,,38,2,4
2005,North Dakota             ,Occupational therapists                      ,41,1,42,,38,2,4
2005,North Dakota             ,Audiologists                                 ,4,          N/V,4,,38,2,4
2005,North Dakota             ,Teacher aides                                ,"1,307.00",101,"1,407.00",,38,2,4
2005,North Dakota             ,Recreation specialists                       ,          N/V,          N/V,          N/V,,38,2,4
2005,North Dakota             ,Diagnostic & evaluation staff                ,          N/V,          N/V,          N/V,,38,2,4
2005,North Dakota             ,Physical therapists                          ,18,0,18,,38,2,4
2005,North Dakota             ,Counselors                                   ,          N/V,          N/V,          N/V,,38,2,4
2005,North Dakota             ,Speech pathologists                          ,254,7,261,,38,2,4
2005,North Dakota             ,Supervisors/administrators                   ,70,          N/V,70,,38,2,4
2005,North Dakota             ,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V,,38,2,4
2005,North Dakota             ,Interpreters                                 ,11,2,13,,38,2,4
2005,North Dakota             ,Rehabilitation counselors                    ,          N/V,          N/V,          N/V,,38,2,4
2005,North Dakota             ,Other professional staff                     ,16,0,16,,38,2,4
2005,North Dakota             ,Non-professional staff                       ,          N/V,          N/V,          N/V,,38,2,4
2005,North Dakota             ,Total                                        ,"1,823.00",114,"1,937.00",,38,2,4
2005,Northern Marianas        ,Special ed teachers for 3-5                  ,4,0,4,,69,,
2005,Northern Marianas        ,Special ed teachers for 6-21                 ,36,0,36,,69,,
2005,Northern Marianas        ,Vocational education teachers                ,0,0,0,,69,,
2005,Northern Marianas        ,Physical education teachers                  ,1,0,1,,69,,
2005,Northern Marianas        ,Work-study coordinators                      ,0,0,0,,69,,
2005,Northern Marianas        ,Psychologists                                ,4,0,4,,69,,
2005,Northern Marianas        ,School social workers                        ,0,0,0,,69,,
2005,Northern Marianas        ,Occupational therapists                      ,6,0,6,,69,,
2005,Northern Marianas        ,Audiologists                                 ,1,0,1,,69,,
2005,Northern Marianas        ,Teacher aides                                ,0,118,118,,69,,
2005,Northern Marianas        ,Recreation specialists                       ,0,0,0,,69,,
2005,Northern Marianas        ,Diagnostic & evaluation staff                ,0,0,0,,69,,
2005,Northern Marianas        ,Physical therapists                          ,1,0,1,,69,,
2005,Northern Marianas        ,Counselors                                   ,1,0,1,,69,,
2005,Northern Marianas        ,Speech pathologists                          ,5,0,5,,69,,
2005,Northern Marianas        ,Supervisors/administrators                   ,3,0,3,,69,,
2005,Northern Marianas        ,Supervisors/administrators (SEA)             ,2,0,2,,69,,
2005,Northern Marianas        ,Interpreters                                 ,0,0,0,,69,,
2005,Northern Marianas        ,Rehabilitation counselors                    ,0,0,0,,69,,
2005,Northern Marianas        ,Other professional staff                     ,0,12,12,,69,,
2005,Northern Marianas        ,Non-professional staff                       ,5,2,7,,69,,
2005,Northern Marianas        ,Total                                        ,29,132,161,,69,,
2005,Ohio                     ,Special ed teachers for 3-5                  ,"1,294.00",29,"1,323.00",,39,2,3
2005,Ohio                     ,Special ed teachers for 6-21                 ,"16,752.00",351,"17,103.00",,39,2,3
2005,Ohio                     ,Vocational education teachers                ,5,19,24,,39,2,3
2005,Ohio                     ,Physical education teachers                  ,17,8,25,,39,2,3
2005,Ohio                     ,Work-study coordinators                      ,821,52,873,,39,2,3
2005,Ohio                     ,Psychologists                                ,619,3,622,,39,2,3
2005,Ohio                     ,School social workers                        ,390,52,442,,39,2,3
2005,Ohio                     ,Occupational therapists                      ,693,13,706,,39,2,3
2005,Ohio                     ,Audiologists                                 ,47,4,51,,39,2,3
2005,Ohio                     ,Teacher aides                                ,"8,087.00",0,"8,087.00",,39,2,3
2005,Ohio                     ,Recreation specialists                       ,0,0,0,,39,2,3
2005,Ohio                     ,Diagnostic & evaluation staff                ,112,0,112,,39,2,3
2005,Ohio                     ,Physical therapists                          ,313,3,317,,39,2,3
2005,Ohio                     ,Counselors                                   ,515,13,528,,39,2,3
2005,Ohio                     ,Speech pathologists                          ,"2,230.00",14,"2,244.00",,39,2,3
2005,Ohio                     ,Supervisors/administrators                   ,945,12,957,,39,2,3
2005,Ohio                     ,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V,,39,2,3
2005,Ohio                     ,Interpreters                                 ,          N/V,          N/V,          N/V,,39,2,3
2005,Ohio                     ,Rehabilitation counselors                    ,          N/V,          N/V,          N/V,,39,2,3
2005,Ohio                     ,Other professional staff                     ,          N/V,          N/V,          N/V,,39,2,3
2005,Ohio                     ,Non-professional staff                       ,          N/V,          N/V,          N/V,,39,2,3
2005,Ohio                     ,Total                                        ,"14,795.00",193,"14,988.00",,39,2,3
2005,Oklahoma                 ,Special ed teachers for 3-5                  ,419,9,427,,40,3,7
2005,Oklahoma                 ,Special ed teachers for 6-21                 ,"4,465.00",67,"4,532.00",,40,3,7
2005,Oklahoma                 ,Vocational education teachers                ,38,0,38,,40,3,7
2005,Oklahoma                 ,Physical education teachers                  ,66,0,66,,40,3,7
2005,Oklahoma                 ,Work-study coordinators                      ,46,0,46,,40,3,7
2005,Oklahoma                 ,Psychologists                                ,220,1,221,,40,3,7
2005,Oklahoma                 ,School social workers                        ,20,1,21,,40,3,7
2005,Oklahoma                 ,Occupational therapists                      ,149,1,150,,40,3,7
2005,Oklahoma                 ,Audiologists                                 ,25,0,25,,40,3,7
2005,Oklahoma                 ,Teacher aides                                ,"3,625.00",71,"3,696.00",,40,3,7
2005,Oklahoma                 ,Recreation specialists                       ,2,0,2,,40,3,7
2005,Oklahoma                 ,Diagnostic & evaluation staff                ,103,0,103,,40,3,7
2005,Oklahoma                 ,Physical therapists                          ,122,1,122,,40,3,7
2005,Oklahoma                 ,Counselors                                   ,89,0,89,,40,3,7
2005,Oklahoma                 ,Speech pathologists                          ,594,1,595,,40,3,7
2005,Oklahoma                 ,Supervisors/administrators                   ,190,1,192,,40,3,7
2005,Oklahoma                 ,Supervisors/administrators (SEA)             ,37,0,37,,40,3,7
2005,Oklahoma                 ,Interpreters                                 ,98,10,108,,40,3,7
2005,Oklahoma                 ,Rehabilitation counselors                    ,4,0,4,,40,3,7
2005,Oklahoma                 ,Other professional staff                     ,252,0,252,,40,3,7
2005,Oklahoma                 ,Non-professional staff                       ,436,23,458,,40,3,7
2005,Oklahoma                 ,Total                                        ,"6,117.00",108,"6,226.00",,40,3,7
2005,Oregon                   ,Special ed teachers for 3-5                  ,160,10,170,,41,4,9
2005,Oregon                   ,Special ed teachers for 6-21                 ,"3,216.00",163,"3,378.00",,41,4,9
2005,Oregon                   ,Vocational education teachers                ,141,2,142,,41,4,9
2005,Oregon                   ,Physical education teachers                  ,52,0,52,,41,4,9
2005,Oregon                   ,Work-study coordinators                      ,6,7,14,,41,4,9
2005,Oregon                   ,Psychologists                                ,306,8,314,,41,4,9
2005,Oregon                   ,School social workers                        ,28,4,31,,41,4,9
2005,Oregon                   ,Occupational therapists                      ,137,5,142,,41,4,9
2005,Oregon                   ,Audiologists                                 ,25,0,25,,41,4,9
2005,Oregon                   ,Teacher aides                                ,"5,910.00",0,"5,910.00",,41,4,9
2005,Oregon                   ,Recreation specialists                       ,2,2,3,,41,4,9
2005,Oregon                   ,Diagnostic & evaluation staff                ,69,1,70,,41,4,9
2005,Oregon                   ,Physical therapists                          ,75,3,78,,41,4,9
2005,Oregon                   ,Counselors                                   ,221,13,234,,41,4,9
2005,Oregon                   ,Speech pathologists                          ,555,14,569,,41,4,9
2005,Oregon                   ,Supervisors/administrators                   ,218,7,225,,41,4,9
2005,Oregon                   ,Supervisors/administrators (SEA)             ,8,0,8,,41,4,9
2005,Oregon                   ,Interpreters                                 ,108,11,119,,41,4,9
2005,Oregon                   ,Rehabilitation counselors                    ,7,0,7,,41,4,9
2005,Oregon                   ,Other professional staff                     ,357,61,417,,41,4,9
2005,Oregon                   ,Non-professional staff                       ,366,0,366,,41,4,9
2005,Oregon                   ,Total                                        ,"8,588.00",138,"8,726.00",,41,4,9
2005,Pennsylvania             ,Special ed teachers for 3-5                  ,"1,503.00",32,"1,535.00",,42,1,2
2005,Pennsylvania             ,Special ed teachers for 6-21                 ,"20,665.00",231,"20,896.00",,42,1,2
2005,Pennsylvania             ,Vocational education teachers                ,189,13,202,,42,1,2
2005,Pennsylvania             ,Physical education teachers                  ,693,32,725,,42,1,2
2005,Pennsylvania             ,Work-study coordinators                      ,76,2,78,,42,1,2
2005,Pennsylvania             ,Psychologists                                ,"1,213.00",21,"1,234.00",,42,1,2
2005,Pennsylvania             ,School social workers                        ,330,5,335,,42,1,2
2005,Pennsylvania             ,Occupational therapists                      ,695,4,699,,42,1,2
2005,Pennsylvania             ,Audiologists                                 ,28,0,28,,42,1,2
2005,Pennsylvania             ,Teacher aides                                ,"15,666.00",0,"15,666.00",,42,1,2
2005,Pennsylvania             ,Recreation specialists                       ,54,2,56,,42,1,2
2005,Pennsylvania             ,Diagnostic & evaluation staff                ,92,0,92,,42,1,2
2005,Pennsylvania             ,Physical therapists                          ,293,0,293,,42,1,2
2005,Pennsylvania             ,Counselors                                   ,"1,087.00",20,"1,107.00",,42,1,2
2005,Pennsylvania             ,Speech pathologists                          ,385,6,391,,42,1,2
2005,Pennsylvania             ,Supervisors/administrators                   ,"1,170.00",19,"1,189.00",,42,1,2
2005,Pennsylvania             ,Supervisors/administrators (SEA)             ,64,0,64,,42,1,2
2005,Pennsylvania             ,Interpreters                                 ,247,4,251,,42,1,2
2005,Pennsylvania             ,Rehabilitation counselors                    ,27,0,27,,42,1,2
2005,Pennsylvania             ,Other professional staff                     ,"1,787.00",103,"1,890.00",,42,1,2
2005,Pennsylvania             ,Non-professional staff                       ,"1,967.00",110,"2,076.00",,42,1,2
2005,Pennsylvania             ,Total                                        ,"26,062.00",342,"26,404.00",,42,1,2
2005,Puerto Rico              ,Special ed teachers for 3-5                  ,98,0,98,,72,,
2005,Puerto Rico              ,Special ed teachers for 6-21                 ,"4,579.00",55,"4,634.00",,72,,
2005,Puerto Rico              ,Vocational education teachers                ,186,7,193,,72,,
2005,Puerto Rico              ,Physical education teachers                  ,141,3,144,,72,,
2005,Puerto Rico              ,Work-study coordinators                      ,2,0,2,,72,,
2005,Puerto Rico              ,Psychologists                                ,6,0,6,,72,,
2005,Puerto Rico              ,School social workers                        ,126,0,126,,72,,
2005,Puerto Rico              ,Occupational therapists                      ,14,0,14,,72,,
2005,Puerto Rico              ,Audiologists                                 ,0,0,0,,72,,
2005,Puerto Rico              ,Teacher aides                                ,"3,014.00",0,"3,014.00",,72,,
2005,Puerto Rico              ,Recreation specialists                       ,0,0,0,,72,,
2005,Puerto Rico              ,Diagnostic & evaluation staff                ,30,0,30,,72,,
2005,Puerto Rico              ,Physical therapists                          ,3,0,3,,72,,
2005,Puerto Rico              ,Counselors                                   ,14,0,14,,72,,
2005,Puerto Rico              ,Speech pathologists                          ,21,0,21,,72,,
2005,Puerto Rico              ,Supervisors/administrators                   ,145,0,145,,72,,
2005,Puerto Rico              ,Supervisors/administrators (SEA)             ,98,0,98,,72,,
2005,Puerto Rico              ,Interpreters                                 ,0,0,0,,72,,
2005,Puerto Rico              ,Rehabilitation counselors                    ,0,0,0,,72,,
2005,Puerto Rico              ,Other professional staff                     ,50,0,50,,72,,
2005,Puerto Rico              ,Non-professional staff                       ,355,0,355,,72,,
2005,Puerto Rico              ,Total                                        ,"4,205.00",10,"4,215.00",,72,,
2005,Rhode Island             ,Special ed teachers for 3-5                  ,99,0,99,,44,1,1
2005,Rhode Island             ,Special ed teachers for 6-21                 ,"2,001.00",81,"2,082.00",,44,1,1
2005,Rhode Island             ,Vocational education teachers                ,113,11,124,,44,1,1
2005,Rhode Island             ,Physical education teachers                  ,71,0,71,,44,1,1
2005,Rhode Island             ,Work-study coordinators                      ,          N/V,          N/V,          N/V,,44,1,1
2005,Rhode Island             ,Psychologists                                ,175,0,175,,44,1,1
2005,Rhode Island             ,School social workers                        ,191,2,193,,44,1,1
2005,Rhode Island             ,Occupational therapists                      ,82,5,87,,44,1,1
2005,Rhode Island             ,Audiologists                                 ,          N/V,          N/V,          N/V,,44,1,1
2005,Rhode Island             ,Teacher aides                                ,"2,063.00",0,"2,063.00",,44,1,1
2005,Rhode Island             ,Recreation specialists                       ,          N/V,          N/V,          N/V,,44,1,1
2005,Rhode Island             ,Diagnostic & evaluation staff                ,          N/V,          N/V,          N/V,,44,1,1
2005,Rhode Island             ,Physical therapists                          ,28,1,29,,44,1,1
2005,Rhode Island             ,Counselors                                   ,409,0,409,,44,1,1
2005,Rhode Island             ,Speech pathologists                          ,189,0,189,,44,1,1
2005,Rhode Island             ,Supervisors/administrators                   ,60,0,60,,44,1,1
2005,Rhode Island             ,Supervisors/administrators (SEA)             ,9,0,9,,44,1,1
2005,Rhode Island             ,Interpreters                                 ,2,0,2,,44,1,1
2005,Rhode Island             ,Rehabilitation counselors                    ,          N/V,          N/V,          N/V,,44,1,1
2005,Rhode Island             ,Other professional staff                     ,138,0,138,,44,1,1
2005,Rhode Island             ,Non-professional staff                       ,173,3,176,,44,1,1
2005,Rhode Island             ,Total                                        ,"3,703.00",22,"3,725.00",,44,1,1
2005,South Carolina           ,Special ed teachers for 3-5                  ,705,19,724,,45,3,5
2005,South Carolina           ,Special ed teachers for 6-21                 ,"5,460.00",282,"5,743.00",,45,3,5
2005,South Carolina           ,Vocational education teachers                ,73,2,75,,45,3,5
2005,South Carolina           ,Physical education teachers                  ,42,0,42,,45,3,5
2005,South Carolina           ,Work-study coordinators                      ,19,2,21,,45,3,5
2005,South Carolina           ,Psychologists                                ,391,4,395,,45,3,5
2005,South Carolina           ,School social workers                        ,60,3,63,,45,3,5
2005,South Carolina           ,Occupational therapists                      ,126,4,130,,45,3,5
2005,South Carolina           ,Audiologists                                 ,8,0,8,,45,3,5
2005,South Carolina           ,Teacher aides                                ,"3,427.00",615,"4,042.00",,45,3,5
2005,South Carolina           ,Recreation specialists                       ,8,0,8,,45,3,5
2005,South Carolina           ,Diagnostic & evaluation staff                ,9,2,11,,45,3,5
2005,South Carolina           ,Physical therapists                          ,65,0,65,,45,3,5
2005,South Carolina           ,Counselors                                   ,160,0,160,,45,3,5
2005,South Carolina           ,Speech pathologists                          ,          N/V,          N/V,          N/V,,45,3,5
2005,South Carolina           ,Supervisors/administrators                   ,          N/V,          N/V,          N/V,,45,3,5
2005,South Carolina           ,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V,,45,3,5
2005,South Carolina           ,Interpreters                                 ,94,6,100,,45,3,5
2005,South Carolina           ,Rehabilitation counselors                    ,          N/V,          N/V,          N/V,,45,3,5
2005,South Carolina           ,Other professional staff                     ,          N/V,          N/V,          N/V,,45,3,5
2005,South Carolina           ,Non-professional staff                       ,63,17,79,,45,3,5
2005,South Carolina           ,Total                                        ,"4,546.00",653,"5,199.00",,45,3,5
2005,South Dakota             ,Special ed teachers for 3-5                  ,104,6,110,,46,2,4
2005,South Dakota             ,Special ed teachers for 6-21                 ,743,142,886,,46,2,4
2005,South Dakota             ,Vocational education teachers                ,4,6,10,,46,2,4
2005,South Dakota             ,Physical education teachers                  ,12,1,13,,46,2,4
2005,South Dakota             ,Work-study coordinators                      ,4,18,22,,46,2,4
2005,South Dakota             ,Psychologists                                ,54,4,58,,46,2,4
2005,South Dakota             ,School social workers                        ,15,1,16,,46,2,4
2005,South Dakota             ,Occupational therapists                      ,13,42,55,,46,2,4
2005,South Dakota             ,Audiologists                                 ,0,2,2,,46,2,4
2005,South Dakota             ,Teacher aides                                ,"1,415.00",0,"1,415.00",,46,2,4
2005,South Dakota             ,Recreation specialists                       ,1,0,1,,46,2,4
2005,South Dakota             ,Diagnostic & evaluation staff                ,15,0,15,,46,2,4
2005,South Dakota             ,Physical therapists                          ,11,20,31,,46,2,4
2005,South Dakota             ,Counselors                                   ,40,0,40,,46,2,4
2005,South Dakota             ,Speech pathologists                          ,189,1,190,,46,2,4
2005,South Dakota             ,Supervisors/administrators                   ,58,29,87,,46,2,4
2005,South Dakota             ,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V,,46,2,4
2005,South Dakota             ,Interpreters                                 ,3,26,29,,46,2,4
2005,South Dakota             ,Rehabilitation counselors                    ,0,0,0,,46,2,4
2005,South Dakota             ,Other professional staff                     ,41,97,138,,46,2,4
2005,South Dakota             ,Non-professional staff                       ,17,123,140,,46,2,4
2005,South Dakota             ,Total                                        ,"1,891.00",371,"2,261.00",,46,2,4
2005,Tennessee                ,Special ed teachers for 3-5                  ,875,19,894,,47,3,6
2005,Tennessee                ,Special ed teachers for 6-21                 ,"5,030.00",272,"5,302.00",,47,3,6
2005,Tennessee                ,Vocational education teachers                ,11,0,11,,47,3,6
2005,Tennessee                ,Physical education teachers                  ,5,0,5,,47,3,6
2005,Tennessee                ,Work-study coordinators                      ,7,1,8,,47,3,6
2005,Tennessee                ,Psychologists                                ,438,0,438,,47,3,6
2005,Tennessee                ,School social workers                        ,74,0,74,,47,3,6
2005,Tennessee                ,Occupational therapists                      ,168,0,168,,47,3,6
2005,Tennessee                ,Audiologists                                 ,36,2,38,,47,3,6
2005,Tennessee                ,Teacher aides                                ,"4,396.00",111,"4,507.00",,47,3,6
2005,Tennessee                ,Recreation specialists                       ,0,0,0,,47,3,6
2005,Tennessee                ,Diagnostic & evaluation staff                ,60,0,60,,47,3,6
2005,Tennessee                ,Physical therapists                          ,89,0,89,,47,3,6
2005,Tennessee                ,Counselors                                   ,60,0,60,,47,3,6
2005,Tennessee                ,Speech pathologists                          ,683,45,728,,47,3,6
2005,Tennessee                ,Supervisors/administrators                   ,295,0,295,,47,3,6
2005,Tennessee                ,Supervisors/administrators (SEA)             ,55,0,55,,47,3,6
2005,Tennessee                ,Interpreters                                 ,122,0,122,,47,3,6
2005,Tennessee                ,Rehabilitation counselors                    ,3,0,3,,47,3,6
2005,Tennessee                ,Other professional staff                     ,500,14,513,,47,3,6
2005,Tennessee                ,Non-professional staff                       ,395,34,429,,47,3,6
2005,Tennessee                ,Total                                        ,"7,396.00",206,"7,602.00",,47,3,6
2005,Texas                    ,Special ed teachers for 3-5                  ,816,219,"1,035.00",,48,3,7
2005,Texas                    ,Special ed teachers for 6-21                 ,"22,787.00","7,851.00","30,639.00",,48,3,7
2005,Texas                    ,Vocational education teachers                ,          N/V,          N/V,          N/V,,48,3,7
2005,Texas                    ,Physical education teachers                  ,          N/V,          N/V,          N/V,,48,3,7
2005,Texas                    ,Work-study coordinators                      ,          N/V,          N/V,          N/V,,48,3,7
2005,Texas                    ,Psychologists                                ,895,0,895,,48,3,7
2005,Texas                    ,School social workers                        ,88,0,88,,48,3,7
2005,Texas                    ,Occupational therapists                      ,491,0,491,,48,3,7
2005,Texas                    ,Audiologists                                 ,47,0,47,,48,3,7
2005,Texas                    ,Teacher aides                                ,"27,589.00",0,"27,589.00",,48,3,7
2005,Texas                    ,Recreation specialists                       ,18,0,18,,48,3,7
2005,Texas                    ,Diagnostic & evaluation staff                ,"3,185.00",420,"3,605.00",,48,3,7
2005,Texas                    ,Physical therapists                          ,239,0,239,,48,3,7
2005,Texas                    ,Counselors                                   ,446,0,446,,48,3,7
2005,Texas                    ,Speech pathologists                          ,"3,672.00",0,"3,672.00",,48,3,7
2005,Texas                    ,Supervisors/administrators                   ,506,229,735,,48,3,7
2005,Texas                    ,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V,,48,3,7
2005,Texas                    ,Interpreters                                 ,352,116,468,,48,3,7
2005,Texas                    ,Rehabilitation counselors                    ,          N/V,          N/V,          N/V,,48,3,7
2005,Texas                    ,Other professional staff                     ,"1,221.00",22,"1,243.00",,48,3,7
2005,Texas                    ,Non-professional staff                       ,          N/V,          N/V,          N/V,,48,3,7
2005,Texas                    ,Total                                        ,"38,749.00",787,"39,537.00",,48,3,7
2005,Utah                     ,Special ed teachers for 3-5                  ,161,26,186,,49,4,8
2005,Utah                     ,Special ed teachers for 6-21                 ,"2,430.00",227,"2,656.00",,49,4,8
2005,Utah                     ,Vocational education teachers                ,11,0,11,,49,4,8
2005,Utah                     ,Physical education teachers                  ,28,2,30,,49,4,8
2005,Utah                     ,Work-study coordinators                      ,4,0,4,,49,4,8
2005,Utah                     ,Psychologists                                ,192,32,224,,49,4,8
2005,Utah                     ,School social workers                        ,39,1,40,,49,4,8
2005,Utah                     ,Occupational therapists                      ,55,7,62,,49,4,8
2005,Utah                     ,Audiologists                                 ,24,8,32,,49,4,8
2005,Utah                     ,Teacher aides                                ,42,"3,250.00","3,292.00",,49,4,8
2005,Utah                     ,Recreation specialists                       ,3,0,3,,49,4,8
2005,Utah                     ,Diagnostic & evaluation staff                ,11,1,12,,49,4,8
