Created,11/10/2008,,,,,,,
Updated,1/25/2011,,,,,,,
Revised,n/a,,,,,,,
,,,,,,,,
Year,State,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2006,Montana                                      ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,28,1,29
2006,Montana                                      ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,4,1,4
2006,Montana                                      ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,0,0
2006,Nebraska                                     ,Special Education Teachers for Ages 3-5                                          ,193,26,219,          -,          -,          -
2006,Nebraska                                     ,Special Education Teachers for Ages 6-21                                         ,"2,206.00",114,"2,320.00",          -,          -,          -
2006,Nebraska                                     ,Total Special Education Teachers                                                 ,"2,399.00",140,"2,539.00",          -,          -,          -
2006,Nebraska                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,200,0,200,          -,          -,          -
2006,Nebraska                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"3,174.00",0,"3,174.00",          -,          -,          -
2006,Nebraska                                     ,Total Special Education Paraprofessionals                                        ,"3,374.00",0,"3,374.00",          -,          -,          -
2006,Nebraska                                     ,Audiologists                                                                     ,          -,          -,          -,7,0,7
2006,Nebraska                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,557,1,557
2006,Nebraska                                     ,Interpreters                                                                     ,          -,          -,          -,67,2,69
2006,Nebraska                                     ,Psychologists                                                                    ,          -,          -,          -,201,2,203
2006,Nebraska                                     ,Occupational Therapists                                                          ,          -,          -,          -,35,1,36
2006,Nebraska                                     ,Physical Therapists                                                              ,          -,          -,          -,15,0,15
2006,Nebraska                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,          -,          -,          -
2006,Nebraska                                     ,Social Workers                                                                   ,          -,          -,          -,45,5,50
2006,Nebraska                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,196,3,198
2006,Nebraska                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,802,1,803
2006,Nebraska                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,          -,          -,          -
2006,Nevada                                       ,Special Education Teachers for Ages 3-5                                          ,262,114,376,          -,          -,          -
2006,Nevada                                       ,Special Education Teachers for Ages 6-21                                         ,"2,207.00",379,"2,586.00",          -,          -,          -
2006,Nevada                                       ,Total Special Education Teachers                                                 ,"2,469.00",493,"2,961.00",          -,          -,          -
2006,Nevada                                       ,Special Education Paraprofessionals for Ages 3-5                                 ,125,202,327,          -,          -,          -
2006,Nevada                                       ,Special Education Paraprofessionals for Ages 6-21                                ,540,"1,257.00","1,796.00",          -,          -,          -
2006,Nevada                                       ,Total Special Education Paraprofessionals                                        ,664,"1,459.00","2,123.00",          -,          -,          -
2006,Nevada                                       ,Audiologists                                                                     ,          -,          -,          -,6,0,6
2006,Nevada                                       ,Speech-Language Pathologists                                                     ,          -,          -,          -,401,0,401
2006,Nevada                                       ,Interpreters                                                                     ,          -,          -,          -,28,22,50
2006,Nevada                                       ,Psychologists                                                                    ,          -,          -,          -,235,0,235
2006,Nevada                                       ,Occupational Therapists                                                          ,          -,          -,          -,104,0,104
2006,Nevada                                       ,Physical Therapists                                                              ,          -,          -,          -,53,0,53
2006,Nevada                                       ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,67,12,79
2006,Nevada                                       ,Social Workers                                                                   ,          -,          -,          -,12,0,12
2006,Nevada                                       ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,332,5,337
2006,Nevada                                       ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,188,1,189
2006,Nevada                                       ,Orientation and Mobility Specialists                                             ,          -,          -,          -,27,0,27
2006,New Hampshire                                ,Special Education Teachers for Ages 3-5                                          ,21,0,21,          -,          -,          -
2006,New Hampshire                                ,Special Education Teachers for Ages 6-21                                         ,"2,656.00",0,"2,656.00",          -,          -,          -
2006,New Hampshire                                ,Total Special Education Teachers                                                 ,"2,677.00",0,"2,677.00",          -,          -,          -
2006,New Hampshire                                ,Special Education Paraprofessionals for Ages 3-5                                 ,"1,288.00",0,"1,288.00",          -,          -,          -
2006,New Hampshire                                ,Special Education Paraprofessionals for Ages 6-21                                ,"5,484.00",0,"5,484.00",          -,          -,          -
2006,New Hampshire                                ,Total Special Education Paraprofessionals                                        ,"6,772.00",0,"6,772.00",          -,          -,          -
2006,New Hampshire                                ,Audiologists                                                                     ,          -,          -,          -,3,0,3
2006,New Hampshire                                ,Speech-Language Pathologists                                                     ,          -,          -,          -,360,8,368
2006,New Hampshire                                ,Interpreters                                                                     ,          -,          -,          -,5,0,5
2006,New Hampshire                                ,Psychologists                                                                    ,          -,          -,          -,97,0,97
2006,New Hampshire                                ,Occupational Therapists                                                          ,          -,          -,          -,208,0,208
2006,New Hampshire                                ,Physical Therapists                                                              ,          -,          -,          -,51,0,51
2006,New Hampshire                                ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,53,6,58
2006,New Hampshire                                ,Social Workers                                                                   ,          -,          -,          -,63,0,63
2006,New Hampshire                                ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,12,0,12
2006,New Hampshire                                ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,196,4,200
2006,New Hampshire                                ,Orientation and Mobility Specialists                                             ,          -,          -,          -,20,0,20
2006,New Jersey                                   ,Special Education Teachers for Ages 3-5                                          ,"1,523.00",32,"1,555.00",          -,          -,          -
2006,New Jersey                                   ,Special Education Teachers for Ages 6-21                                         ,"18,300.00",762,"19,062.00",          -,          -,          -
2006,New Jersey                                   ,Total Special Education Teachers                                                 ,"19,823.00",794,"20,617.00",          -,          -,          -
2006,New Jersey                                   ,Special Education Paraprofessionals for Ages 3-5                                 ,"1,799.00",0,"1,799.00",          -,          -,          -
2006,New Jersey                                   ,Special Education Paraprofessionals for Ages 6-21                                ,"1,476.00",168,"1,644.00",          -,          -,          -
2006,New Jersey                                   ,Total Special Education Paraprofessionals                                        ,"3,275.00",168,"3,443.00",          -,          -,          -
2006,New Jersey                                   ,Audiologists                                                                     ,          -,          -,          -,51,          -,51
2006,New Jersey                                   ,Speech-Language Pathologists                                                     ,          -,          -,          -,"2,881.00",92,"2,973.00"
2006,New Jersey                                   ,Interpreters                                                                     ,          -,          -,          -,128,9,137
2006,New Jersey                                   ,Psychologists                                                                    ,          -,          -,          -,"1,623.00",3,"1,626.00"
2006,New Jersey                                   ,Occupational Therapists                                                          ,          -,          -,          -,982,2,984
2006,New Jersey                                   ,Physical Therapists                                                              ,          -,          -,          -,527,2,529
2006,New Jersey                                   ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,"1,208.00",25,"1,233.00"
2006,New Jersey                                   ,Social Workers                                                                   ,          -,          -,          -,"2,142.00",22,"2,164.00"
2006,New Jersey                                   ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,"2,133.00",90,"2,223.00"
2006,New Jersey                                   ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,"2,037.00",54,"2,091.00"
2006,New Jersey                                   ,Orientation and Mobility Specialists                                             ,          -,          -,          -,40,2,42
2006,New Mexico                                   ,Special Education Teachers for Ages 3-5                                          ,168,15,183,          -,          -,          -
2006,New Mexico                                   ,Special Education Teachers for Ages 6-21                                         ,"2,107.00",326,"2,433.00",          -,          -,          -
2006,New Mexico                                   ,Total Special Education Teachers                                                 ,"2,275.00",341,"2,616.00",          -,          -,          -
2006,New Mexico                                   ,Special Education Paraprofessionals for Ages 3-5                                 ,7,15,22,          -,          -,          -
2006,New Mexico                                   ,Special Education Paraprofessionals for Ages 6-21                                ,"2,786.00",122,"2,908.00",          -,          -,          -
2006,New Mexico                                   ,Total Special Education Paraprofessionals                                        ,"2,793.00",137,"2,929.00",          -,          -,          -
2006,New Mexico                                   ,Audiologists                                                                     ,          -,          -,          -,35,0,35
2006,New Mexico                                   ,Speech-Language Pathologists                                                     ,          -,          -,          -,583,56,639
2006,New Mexico                                   ,Interpreters                                                                     ,          -,          -,          -,63,10,73
2006,New Mexico                                   ,Psychologists                                                                    ,          -,          -,          -,133,5,138
2006,New Mexico                                   ,Occupational Therapists                                                          ,          -,          -,          -,228,13,241
2006,New Mexico                                   ,Physical Therapists                                                              ,          -,          -,          -,115,5,120
2006,New Mexico                                   ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,16,0,16
2006,New Mexico                                   ,Social Workers                                                                   ,          -,          -,          -,368,17,385
2006,New Mexico                                   ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,0,0,0
2006,New Mexico                                   ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,27,0,27
2006,New Mexico                                   ,Orientation and Mobility Specialists                                             ,          -,          -,          -,14,2,16
2006,New York                                     ,Special Education Teachers for Ages 3-5                                          ,"3,927.00",444,"4,371.00",          -,          -,          -
2006,New York                                     ,Special Education Teachers for Ages 6-21                                         ,"34,203.00","5,685.00","39,888.00",          -,          -,          -
2006,New York                                     ,Total Special Education Teachers                                                 ,"38,130.00","6,129.00","44,259.00",          -,          -,          -
2006,New York                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,"2,373.00","1,559.00","3,932.00",          -,          -,          -
2006,New York                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"27,401.00","3,021.00","30,422.00",          -,          -,          -
2006,New York                                     ,Total Special Education Paraprofessionals                                        ,"29,774.00","4,580.00","34,354.00",          -,          -,          -
2006,New York                                     ,Audiologists                                                                     ,          -,          -,          -,103,3,105
2006,New York                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,"5,732.00",168,"5,900.00"
2006,New York                                     ,Interpreters                                                                     ,          -,          -,          -,303,27,330
2006,New York                                     ,Psychologists                                                                    ,          -,          -,          -,"4,155.00",21,"4,176.00"
2006,New York                                     ,Occupational Therapists                                                          ,          -,          -,          -,"3,695.00",33,"3,727.00"
2006,New York                                     ,Physical Therapists                                                              ,          -,          -,          -,"2,035.00",18,"2,053.00"
2006,New York                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,"1,753.00",33,"1,787.00"
2006,New York                                     ,Social Workers                                                                   ,          -,          -,          -,"3,676.00",35,"3,712.00"
2006,New York                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,"2,486.00",15,"2,501.00"
2006,New York                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,"1,655.00",7,"1,662.00"
2006,New York                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,60,2,62
2006,North Carolina                               ,Special Education Teachers for Ages 3-5                                          ,830,42,872,          -,          -,          -
2006,North Carolina                               ,Special Education Teachers for Ages 6-21                                         ,"9,860.00",403,"10,264.00",          -,          -,          -
2006,North Carolina                               ,Total Special Education Teachers                                                 ,"10,690.00",445,"11,135.00",          -,          -,          -
2006,North Carolina                               ,Special Education Paraprofessionals for Ages 3-5                                 ,"1,250.00",19,"1,269.00",          -,          -,          -
2006,North Carolina                               ,Special Education Paraprofessionals for Ages 6-21                                ,"7,227.00",177,"7,404.00",          -,          -,          -
2006,North Carolina                               ,Total Special Education Paraprofessionals                                        ,"8,477.00",196,"8,673.00",          -,          -,          -
2006,North Carolina                               ,Audiologists                                                                     ,          -,          -,          -,77,0,77
2006,North Carolina                               ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,726.00",16,"1,741.00"
2006,North Carolina                               ,Interpreters                                                                     ,          -,          -,          -,287,39,326
2006,North Carolina                               ,Psychologists                                                                    ,          -,          -,          -,583,8,591
2006,North Carolina                               ,Occupational Therapists                                                          ,          -,          -,          -,403,2,405
2006,North Carolina                               ,Physical Therapists                                                              ,          -,          -,          -,195,2,197
2006,North Carolina                               ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,342,4,345
2006,North Carolina                               ,Social Workers                                                                   ,          -,          -,          -,137,4,141
2006,North Carolina                               ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,244,2,246
2006,North Carolina                               ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,389,1,390
2006,North Carolina                               ,Orientation and Mobility Specialists                                             ,          -,          -,          -,38,0,38
2006,North Dakota                                 ,Special Education Teachers for Ages 3-5                                          ,74,10,84,          -,          -,          -
2006,North Dakota                                 ,Special Education Teachers for Ages 6-21                                         ,792,32,825,          -,          -,          -
2006,North Dakota                                 ,Total Special Education Teachers                                                 ,866,42,909,          -,          -,          -
2006,North Dakota                                 ,Special Education Paraprofessionals for Ages 3-5                                 ,          -,          -,          -,          -,          -,          -
2006,North Dakota                                 ,Special Education Paraprofessionals for Ages 6-21                                ,"1,307.00",101,"1,407.00",          -,          -,          -
2006,North Dakota                                 ,Total Special Education Paraprofessionals                                        ,"1,307.00",101,"1,407.00",          -,          -,          -
2006,North Dakota                                 ,Audiologists                                                                     ,          -,          -,          -,4,0,4
2006,North Dakota                                 ,Speech-Language Pathologists                                                     ,          -,          -,          -,254,7,261
2006,North Dakota                                 ,Interpreters                                                                     ,          -,          -,          -,11,2,13
2006,North Dakota                                 ,Psychologists                                                                    ,          -,          -,          -,44,2,46
2006,North Dakota                                 ,Occupational Therapists                                                          ,          -,          -,          -,41,1,42
2006,North Dakota                                 ,Physical Therapists                                                              ,          -,          -,          -,18,0,18
2006,North Dakota                                 ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,7,0,7
2006,North Dakota                                 ,Social Workers                                                                   ,          -,          -,          -,40,0,40
2006,North Dakota                                 ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,          -,          -,          -
2006,North Dakota                                 ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,          -,          -,          -
2006,North Dakota                                 ,Orientation and Mobility Specialists                                             ,          -,          -,          -,          -,          -,          -
2006,Northern Marianas                            ,Special Education Teachers for Ages 3-5                                          ,2,2,4,          -,          -,          -
2006,Northern Marianas                            ,Special Education Teachers for Ages 6-21                                         ,20,13,33,          -,          -,          -
2006,Northern Marianas                            ,Total Special Education Teachers                                                 ,22,15,37,          -,          -,          -
2006,Northern Marianas                            ,Special Education Paraprofessionals for Ages 3-5                                 ,6,0,6,          -,          -,          -
2006,Northern Marianas                            ,Special Education Paraprofessionals for Ages 6-21                                ,105,0,105,          -,          -,          -
2006,Northern Marianas                            ,Total Special Education Paraprofessionals                                        ,111,0,111,          -,          -,          -
2006,Northern Marianas                            ,Audiologists                                                                     ,          -,          -,          -,1,0,1
2006,Northern Marianas                            ,Speech-Language Pathologists                                                     ,          -,          -,          -,4,0,4
2006,Northern Marianas                            ,Interpreters                                                                     ,          -,          -,          -,0,0,0
2006,Northern Marianas                            ,Psychologists                                                                    ,          -,          -,          -,4,0,4
2006,Northern Marianas                            ,Occupational Therapists                                                          ,          -,          -,          -,3,0,3
2006,Northern Marianas                            ,Physical Therapists                                                              ,          -,          -,          -,1,0,1
2006,Northern Marianas                            ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,1,0,1
2006,Northern Marianas                            ,Social Workers                                                                   ,          -,          -,          -,0,0,0
2006,Northern Marianas                            ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,0,0,0
2006,Northern Marianas                            ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,1,0,1
2006,Northern Marianas                            ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,0,0
2006,Ohio                                         ,Special Education Teachers for Ages 3-5                                          ,"1,580.00",0,"1,580.00",          -,          -,          -
2006,Ohio                                         ,Special Education Teachers for Ages 6-21                                         ,"18,712.00",719,"19,431.00",          -,          -,          -
2006,Ohio                                         ,Total Special Education Teachers                                                 ,"20,291.00",719,"21,010.00",          -,          -,          -
2006,Ohio                                         ,Special Education Paraprofessionals for Ages 3-5                                 ,437,2,439,          -,          -,          -
2006,Ohio                                         ,Special Education Paraprofessionals for Ages 6-21                                ,"1,586.00",0,"1,586.00",          -,          -,          -
2006,Ohio                                         ,Total Special Education Paraprofessionals                                        ,"2,023.00",2,"2,025.00",          -,          -,          -
2006,Ohio                                         ,Audiologists                                                                     ,          -,          -,          -,88,5,93
2006,Ohio                                         ,Speech-Language Pathologists                                                     ,          -,          -,          -,419,6,424
2006,Ohio                                         ,Interpreters                                                                     ,          -,          -,          -,161,0,161
2006,Ohio                                         ,Psychologists                                                                    ,          -,          -,          -,262,1,263
2006,Ohio                                         ,Occupational Therapists                                                          ,          -,          -,          -,528,18,546
2006,Ohio                                         ,Physical Therapists                                                              ,          -,          -,          -,229,1,230
2006,Ohio                                         ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,93,2,96
2006,Ohio                                         ,Social Workers                                                                   ,          -,          -,          -,3,2,5
2006,Ohio                                         ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,6,2,8
2006,Ohio                                         ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,23,7,30
2006,Ohio                                         ,Orientation and Mobility Specialists                                             ,          -,          -,          -,23,1,24
2006,Oklahoma                                     ,Special Education Teachers for Ages 3-5                                          ,0,0,0,          -,          -,          -
2006,Oklahoma                                     ,Special Education Teachers for Ages 6-21                                         ,"5,967.00","1,981.00","7,948.00",          -,          -,          -
2006,Oklahoma                                     ,Total Special Education Teachers                                                 ,"5,967.00","1,981.00","7,948.00",          -,          -,          -
2006,Oklahoma                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,407,52,460,          -,          -,          -
2006,Oklahoma                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"2,403.00",349,"2,751.00",          -,          -,          -
2006,Oklahoma                                     ,Total Special Education Paraprofessionals                                        ,"2,810.00",401,"3,211.00",          -,          -,          -
2006,Oklahoma                                     ,Audiologists                                                                     ,          -,          -,          -,5,0,5
2006,Oklahoma                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,818,7,825
2006,Oklahoma                                     ,Interpreters                                                                     ,          -,          -,          -,102,16,118
2006,Oklahoma                                     ,Psychologists                                                                    ,          -,          -,          -,241,2,243
2006,Oklahoma                                     ,Occupational Therapists                                                          ,          -,          -,          -,178,2,180
2006,Oklahoma                                     ,Physical Therapists                                                              ,          -,          -,          -,123,2,125
2006,Oklahoma                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,30,0,30
2006,Oklahoma                                     ,Social Workers                                                                   ,          -,          -,          -,25,0,25
2006,Oklahoma                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,88,0,88
2006,Oklahoma                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,93,2,95
2006,Oklahoma                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,10,0,10
2006,Oregon                                       ,Special Education Teachers for Ages 3-5                                          ,161,9,170,          -,          -,          -
2006,Oregon                                       ,Special Education Teachers for Ages 6-21                                         ,"3,053.00",369,"3,422.00",          -,          -,          -
2006,Oregon                                       ,Total Special Education Teachers                                                 ,"3,214.00",378,"3,591.00",          -,          -,          -
2006,Oregon                                       ,Special Education Paraprofessionals for Ages 3-5                                 ,339,0,339,          -,          -,          -
2006,Oregon                                       ,Special Education Paraprofessionals for Ages 6-21                                ,"5,668.00",0,"5,668.00",          -,          -,          -
2006,Oregon                                       ,Total Special Education Paraprofessionals                                        ,"6,007.00",0,"6,007.00",          -,          -,          -
2006,Oregon                                       ,Audiologists                                                                     ,          -,          -,          -,15,1,16
2006,Oregon                                       ,Speech-Language Pathologists                                                     ,          -,          -,          -,582,9,590
2006,Oregon                                       ,Interpreters                                                                     ,          -,          -,          -,117,7,124
2006,Oregon                                       ,Psychologists                                                                    ,          -,          -,          -,307,2,308
2006,Oregon                                       ,Occupational Therapists                                                          ,          -,          -,          -,138,6,144
2006,Oregon                                       ,Physical Therapists                                                              ,          -,          -,          -,72,4,76
2006,Oregon                                       ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,55,3,58
2006,Oregon                                       ,Social Workers                                                                   ,          -,          -,          -,30,1,31
2006,Oregon                                       ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,7,0,7
2006,Oregon                                       ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,213,17,230
2006,Oregon                                       ,Orientation and Mobility Specialists                                             ,          -,          -,          -,5,0,5
2006,Pennsylvania                                 ,Special Education Teachers for Ages 3-5                                          ,"1,424.00",64,"1,488.00",          -,          -,          -
2006,Pennsylvania                                 ,Special Education Teachers for Ages 6-21                                         ,"18,723.00","1,580.00","20,304.00",          -,          -,          -
2006,Pennsylvania                                 ,Total Special Education Teachers                                                 ,"20,147.00","1,644.00","21,791.00",          -,          -,          -
2006,Pennsylvania                                 ,Special Education Paraprofessionals for Ages 3-5                                 ,720,244,964,          -,          -,          -
2006,Pennsylvania                                 ,Special Education Paraprofessionals for Ages 6-21                                ,"13,312.00","2,757.00","16,069.00",          -,          -,          -
2006,Pennsylvania                                 ,Total Special Education Paraprofessionals                                        ,"14,032.00","3,002.00","17,033.00",          -,          -,          -
2006,Pennsylvania                                 ,Audiologists                                                                     ,          -,          -,          -,40,0,40
2006,Pennsylvania                                 ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,779.00",24,"1,803.00"
2006,Pennsylvania                                 ,Interpreters                                                                     ,          -,          -,          -,234,14,248
2006,Pennsylvania                                 ,Psychologists                                                                    ,          -,          -,          -,"1,294.00",25,"1,319.00"
2006,Pennsylvania                                 ,Occupational Therapists                                                          ,          -,          -,          -,687,8,695
2006,Pennsylvania                                 ,Physical Therapists                                                              ,          -,          -,          -,307,3,310
2006,Pennsylvania                                 ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,865,29,894
2006,Pennsylvania                                 ,Social Workers                                                                   ,          -,          -,          -,359,28,387
2006,Pennsylvania                                 ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,991,39,"1,030.00"
2006,Pennsylvania                                 ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,"1,482.00",60,"1,542.00"
2006,Pennsylvania                                 ,Orientation and Mobility Specialists                                             ,          -,          -,          -,57,0,57
2006,Puerto Rico                                  ,Special Education Teachers for Ages 3-5                                          ,113,3,116,          -,          -,          -
2006,Puerto Rico                                  ,Special Education Teachers for Ages 6-21                                         ,"4,498.00",281,"4,779.00",          -,          -,          -
2006,Puerto Rico                                  ,Total Special Education Teachers                                                 ,"4,611.00",284,"4,895.00",          -,          -,          -
2006,Puerto Rico                                  ,Special Education Paraprofessionals for Ages 3-5                                 ,174,0,174,          -,          -,          -
2006,Puerto Rico                                  ,Special Education Paraprofessionals for Ages 6-21                                ,"2,986.00",0,"2,986.00",          -,          -,          -
2006,Puerto Rico                                  ,Total Special Education Paraprofessionals                                        ,"3,160.00",0,"3,160.00",          -,          -,          -
2006,Puerto Rico                                  ,Audiologists                                                                     ,          -,          -,          -,19,0,19
2006,Puerto Rico                                  ,Speech-Language Pathologists                                                     ,          -,          -,          -,714,0,714
2006,Puerto Rico                                  ,Interpreters                                                                     ,          -,          -,          -,0,0,0
2006,Puerto Rico                                  ,Psychologists                                                                    ,          -,          -,          -,418,0,418
2006,Puerto Rico                                  ,Occupational Therapists                                                          ,          -,          -,          -,589,0,589
2006,Puerto Rico                                  ,Physical Therapists                                                              ,          -,          -,          -,132,0,132
2006,Puerto Rico                                  ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,131,0,131
2006,Puerto Rico                                  ,Social Workers                                                                   ,          -,          -,          -,134,0,134
2006,Puerto Rico                                  ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,32,0,32
2006,Puerto Rico                                  ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,4,0,4
2006,Puerto Rico                                  ,Orientation and Mobility Specialists                                             ,          -,          -,          -,12,0,12
2006,Rhode Island                                 ,Special Education Teachers for Ages 3-5                                          ,94,21,115,          -,          -,          -
2006,Rhode Island                                 ,Special Education Teachers for Ages 6-21                                         ,"1,566.00",310,"1,876.00",          -,          -,          -
2006,Rhode Island                                 ,Total Special Education Teachers                                                 ,"1,660.00",331,"1,991.00",          -,          -,          -
2006,Rhode Island                                 ,Special Education Paraprofessionals for Ages 3-5                                 ,          -,          -,          -,          -,          -,          -
