Year,State,Nation_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers (Highly Qualified)/Paraprofessionals (Qualified)","Teachers (Not Highly Qualified)/Paraprofessionals (Not Qualified)",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total
2011,Nebraska,,31,2,4,Social Workers,N/A,N/A,N/A,68.32,1.8,70.12
2011,Nebraska,,31,2,4,Speech-Language Pathologists,N/A,N/A,N/A,581.61,1,582.61
2011,Nebraska,,31,2,4,Special Education Paraprofessionals for Ages 3-5,306.48,0,306.48,N/A,N/A,N/A
2011,Nebraska,,31,2,4,Special Education Paraprofessionals for Ages 6-21,3961.42,0,3961.42,N/A,N/A,N/A
2011,Nebraska,,31,2,4,Special Education Teachers for Ages 3-5,211.05,12.98,224.03,N/A,N/A,N/A
2011,Nebraska,,31,2,4,Special Education Teachers for Ages 6-21,2301.95,106.98,2408.93,N/A,N/A,N/A
2011,Nebraska,,31,2,4,Total Special Education Paraprofessionals,4267.9,0,4267.9,N/A,N/A,N/A
2011,Nebraska,,31,2,4,Total Special Education Teachers,2513,119.96,2632.96,N/A,N/A,N/A
2011,Nevada,,32,4,8,Audiologists,N/A,N/A,N/A,7.2,0,7.2
2011,Nevada,,32,4,8,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,26,0,26
2011,Nevada,,32,4,8,Interpreters,N/A,N/A,N/A,46.51,1,47.51
2011,Nevada,,32,4,8,Medical/Nursing Service Staff,N/A,N/A,N/A,203.91,1,204.91
2011,Nevada,,32,4,8,Occupational Therapists,N/A,N/A,N/A,98.84,0,98.84
2011,Nevada,,32,4,8,Orientation and Mobility Specialists,N/A,N/A,N/A,6.77,0,6.77
2011,Nevada,,32,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,84.15,0,84.15
2011,Nevada,,32,4,8,Physical Therapists,N/A,N/A,N/A,47.16,0,47.16
2011,Nevada,,32,4,8,Psychologists,N/A,N/A,N/A,242.41,0,242.41
2011,Nevada,,32,4,8,Social Workers,N/A,N/A,N/A,19.85,0,19.85
2011,Nevada,,32,4,8,Speech-Language Pathologists,N/A,N/A,N/A,478.13,0,478.13
2011,Nevada,,32,4,8,Special Education Paraprofessionals for Ages 3-5,377.88,1.5,379.38,N/A,N/A,N/A
2011,Nevada,,32,4,8,Special Education Paraprofessionals for Ages 6-21,1676.75,29.5,1706.25,N/A,N/A,N/A
2011,Nevada,,32,4,8,Special Education Teachers for Ages 3-5,357.1,102.5,459.6,N/A,N/A,N/A
2011,Nevada,,32,4,8,Special Education Teachers for Ages 6-21,2338.03,310,2648.03,N/A,N/A,N/A
2011,Nevada,,32,4,8,Total Special Education Paraprofessionals,2054.63,31,2085.63,N/A,N/A,N/A
2011,Nevada,,32,4,8,Total Special Education Teachers,2695.13,412.5,3107.63,N/A,N/A,N/A
2011,New Hampshire,,33,1,1,Audiologists,N/A,N/A,N/A,4.07,0.09,4.16
2011,New Hampshire,,33,1,1,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,284.01,2.01,286.02
2011,New Hampshire,,33,1,1,Interpreters,N/A,N/A,N/A,14.01,4,18.01
2011,New Hampshire,,33,1,1,Medical/Nursing Service Staff,N/A,N/A,N/A,243.94,7.8,251.74
2011,New Hampshire,,33,1,1,Occupational Therapists,N/A,N/A,N/A,212.88,16.66,229.54
2011,New Hampshire,,33,1,1,Orientation and Mobility Specialists,N/A,N/A,N/A,6.38,0,6.38
2011,New Hampshire,,33,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,175,1.1,176.1
2011,New Hampshire,,33,1,1,Physical Therapists,N/A,N/A,N/A,60.46,2.82,63.28
2011,New Hampshire,,33,1,1,Psychologists,N/A,N/A,N/A,217.99,2.6,220.59
2011,New Hampshire,,33,1,1,Social Workers,N/A,N/A,N/A,43.82,0,43.82
2011,New Hampshire,,33,1,1,Speech-Language Pathologists,N/A,N/A,N/A,375.57,46.75,422.32
2011,New Hampshire,,33,1,1,Special Education Paraprofessionals for Ages 3-5,391.81,N/A,391.81,N/A,N/A,N/A
2011,New Hampshire,,33,1,1,Special Education Paraprofessionals for Ages 6-21,6128.22,N/A,6128.22,N/A,N/A,N/A
2011,New Hampshire,,33,1,1,Special Education Teachers for Ages 3-5,292.2,0,292.2,N/A,N/A,N/A
2011,New Hampshire,,33,1,1,Special Education Teachers for Ages 6-21,2391.3,0,2391.3,N/A,N/A,N/A
2011,New Hampshire,,33,1,1,Total Special Education Paraprofessionals,6520.03,N/A,6520.03,N/A,N/A,N/A
2011,New Hampshire,,33,1,1,Total Special Education Teachers,2683.5,0,2683.5,N/A,N/A,N/A
2011,New Jersey,,34,1,2,Audiologists,N/A,N/A,N/A,9.6,0,9.6
2011,New Jersey,,34,1,2,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,864.5,6.5,871
2011,New Jersey,,34,1,2,Interpreters,N/A,N/A,N/A,87.4,4,91.4
2011,New Jersey,,34,1,2,Medical/Nursing Service Staff,N/A,N/A,N/A,1123.2,19.5,1142.7
2011,New Jersey,,34,1,2,Occupational Therapists,N/A,N/A,N/A,665.4,6,671.4
2011,New Jersey,,34,1,2,Orientation and Mobility Specialists,N/A,N/A,N/A,8.5,0,8.5
2011,New Jersey,,34,1,2,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,1096.6,7.1,1103.7
2011,New Jersey,,34,1,2,Physical Therapists,N/A,N/A,N/A,272.1,2.8,274.9
2011,New Jersey,,34,1,2,Psychologists,N/A,N/A,N/A,1461.4,9,1470.4
2011,New Jersey,,34,1,2,Social Workers,N/A,N/A,N/A,1454.5,7.7,1462.2
2011,New Jersey,,34,1,2,Speech-Language Pathologists,N/A,N/A,N/A,1932.7,58.7,1991.4
2011,New Jersey,,34,1,2,Special Education Paraprofessionals for Ages 3-5,2648.95,0,2648.95,N/A,N/A,N/A
2011,New Jersey,,34,1,2,Special Education Paraprofessionals for Ages 6-21,13924.13,0,13924.13,N/A,N/A,N/A
2011,New Jersey,,34,1,2,Special Education Teachers for Ages 3-5,1279.51,208,1487.51,N/A,N/A,N/A
2011,New Jersey,,34,1,2,Special Education Teachers for Ages 6-21,15911.1,128.25,16039.35,N/A,N/A,N/A
2011,New Jersey,,34,1,2,Total Special Education Paraprofessionals,16573.08,0,16573.08,N/A,N/A,N/A
2011,New Jersey,,34,1,2,Total Special Education Teachers,17190.61,336.25,17526.86,N/A,N/A,N/A
2011,New Mexico,,35,4,8,Audiologists,N/A,N/A,N/A,27.39,0,27.39
2011,New Mexico,,35,4,8,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,42.84,0,42.84
2011,New Mexico,,35,4,8,Interpreters,N/A,N/A,N/A,51.25,0,51.25
2011,New Mexico,,35,4,8,Medical/Nursing Service Staff,N/A,N/A,N/A,5.97,0,5.97
2011,New Mexico,,35,4,8,Occupational Therapists,N/A,N/A,N/A,264.72,2.64,267.36
2011,New Mexico,,35,4,8,Orientation and Mobility Specialists,N/A,N/A,N/A,20.46,0.2,20.66
2011,New Mexico,,35,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,18.95,0.14,19.09
2011,New Mexico,,35,4,8,Physical Therapists,N/A,N/A,N/A,111.13,1.09,112.22
2011,New Mexico,,35,4,8,Psychologists,N/A,N/A,N/A,417.57,3.01,420.58
2011,New Mexico,,35,4,8,Social Workers,N/A,N/A,N/A,363.05,2.65,365.7
2011,New Mexico,,35,4,8,Speech-Language Pathologists,N/A,N/A,N/A,553.36,6.15,559.51
2011,New Mexico,,35,4,8,Special Education Paraprofessionals for Ages 3-5,265.02,0,265.02,N/A,N/A,N/A
2011,New Mexico,,35,4,8,Special Education Paraprofessionals for Ages 6-21,2621.34,42.4,2663.74,N/A,N/A,N/A
2011,New Mexico,,35,4,8,Special Education Teachers for Ages 3-5,331.97,1,332.97,N/A,N/A,N/A
2011,New Mexico,,35,4,8,Special Education Teachers for Ages 6-21,2085.47,42.57,2128.04,N/A,N/A,N/A
2011,New Mexico,,35,4,8,Total Special Education Paraprofessionals,2886.36,42.4,2928.76,N/A,N/A,N/A
2011,New Mexico,,35,4,8,Total Special Education Teachers,2417.44,43.57,2461.01,N/A,N/A,N/A
2011,New York,,36,1,2,Audiologists,N/A,N/A,N/A,119.25,0,119.25
2011,New York,,36,1,2,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,2577.66,87,2664.66
2011,New York,,36,1,2,Interpreters,N/A,N/A,N/A,348.49,35.2,383.69
2011,New York,,36,1,2,Medical/Nursing Service Staff,N/A,N/A,N/A,2617.16,20.37,2637.53
2011,New York,,36,1,2,Occupational Therapists,N/A,N/A,N/A,4604.87,46.38,4651.25
2011,New York,,36,1,2,Orientation and Mobility Specialists,N/A,N/A,N/A,61.46,0,61.46
2011,New York,,36,1,2,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,2033.29,44.42,2077.71
2011,New York,,36,1,2,Physical Therapists,N/A,N/A,N/A,2316.19,7.48,2323.67
2011,New York,,36,1,2,Psychologists,N/A,N/A,N/A,4666.27,66.7,4732.97
2011,New York,,36,1,2,Social Workers,N/A,N/A,N/A,3808.07,30.55,3838.62
2011,New York,,36,1,2,Speech-Language Pathologists,N/A,N/A,N/A,7527.4,129.06,7656.46
2011,New York,,36,1,2,Special Education Paraprofessionals for Ages 3-5,5446.45,727.88,6174.33,N/A,N/A,N/A
2011,New York,,36,1,2,Special Education Paraprofessionals for Ages 6-21,44386.11,1522.02,45908.13,N/A,N/A,N/A
2011,New York,,36,1,2,Special Education Teachers for Ages 3-5,4915.13,150.15,5065.28,N/A,N/A,N/A
2011,New York,,36,1,2,Special Education Teachers for Ages 6-21,41281.72,2190.5,43472.22,N/A,N/A,N/A
2011,New York,,36,1,2,Total Special Education Paraprofessionals,49832.56,2249.9,52082.46,N/A,N/A,N/A
2011,New York,,36,1,2,Total Special Education Teachers,46196.85,2340.65,48537.5,N/A,N/A,N/A
2011,North Carolina,,37,3,5,Audiologists,N/A,N/A,N/A,95.92,0,95.92
2011,North Carolina,,37,3,5,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,1003.97,26.1,1030.07
2011,North Carolina,,37,3,5,Interpreters,N/A,N/A,N/A,261.14,11,272.14
2011,North Carolina,,37,3,5,Medical/Nursing Service Staff,N/A,N/A,N/A,390.47,7.54,398.01
2011,North Carolina,,37,3,5,Occupational Therapists,N/A,N/A,N/A,485.43,8,493.43
2011,North Carolina,,37,3,5,Orientation and Mobility Specialists,N/A,N/A,N/A,100.4,32.2,132.6
2011,North Carolina,,37,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,450.7,37.36,488.06
2011,North Carolina,,37,3,5,Physical Therapists,N/A,N/A,N/A,206.21,3,209.21
2011,North Carolina,,37,3,5,Psychologists,N/A,N/A,N/A,797.98,5.4,803.38
2011,North Carolina,,37,3,5,Social Workers,N/A,N/A,N/A,340.16,22.17,362.33
2011,North Carolina,,37,3,5,Speech-Language Pathologists,N/A,N/A,N/A,1883.86,63.91,1947.77
2011,North Carolina,,37,3,5,Special Education Paraprofessionals for Ages 3-5,1059.63,24.67,1084.3,N/A,N/A,N/A
2011,North Carolina,,37,3,5,Special Education Paraprofessionals for Ages 6-21,5877.07,206.58,6083.65,N/A,N/A,N/A
2011,North Carolina,,37,3,5,Special Education Teachers for Ages 3-5,1650.01,15.05,1665.06,N/A,N/A,N/A
2011,North Carolina,,37,3,5,Special Education Teachers for Ages 6-21,8645,123.42,8768.42,N/A,N/A,N/A
2011,North Carolina,,37,3,5,Total Special Education Paraprofessionals,6936.7,231.25,7167.95,N/A,N/A,N/A
2011,North Carolina,,37,3,5,Total Special Education Teachers,10295.01,138.47,10433.48,N/A,N/A,N/A
2011,North Dakota,,38,2,4,Audiologists,N/A,N/A,N/A,1.05,0,1.05
2011,North Dakota,,38,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,1,0,1
2011,North Dakota,,38,2,4,Interpreters,N/A,N/A,N/A,2,9.88,11.88
2011,North Dakota,,38,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,0,0,0
2011,North Dakota,,38,2,4,Occupational Therapists,N/A,N/A,N/A,32.11,1.72,33.83
2011,North Dakota,,38,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,0.5,0.5,1
2011,North Dakota,,38,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,26.8,0,26.8
2011,North Dakota,,38,2,4,Physical Therapists,N/A,N/A,N/A,8.95,3.88,12.83
2011,North Dakota,,38,2,4,Psychologists,N/A,N/A,N/A,16.53,0,16.53
2011,North Dakota,,38,2,4,Social Workers,N/A,N/A,N/A,8,1.28,9.28
2011,North Dakota,,38,2,4,Speech-Language Pathologists,N/A,N/A,N/A,251.46,0,251.46
2011,North Dakota,,38,2,4,Special Education Paraprofessionals for Ages 3-5,78.62,41.96,120.58,N/A,N/A,N/A
2011,North Dakota,,38,2,4,Special Education Paraprofessionals for Ages 6-21,722.74,98.24,820.98,N/A,N/A,N/A
2011,North Dakota,,38,2,4,Special Education Teachers for Ages 3-5,90.89,0,90.89,N/A,N/A,N/A
2011,North Dakota,,38,2,4,Special Education Teachers for Ages 6-21,848.59,0,848.59,N/A,N/A,N/A
2011,North Dakota,,38,2,4,Total Special Education Paraprofessionals,801.36,140.2,941.56,N/A,N/A,N/A
2011,North Dakota,,38,2,4,Total Special Education Teachers,939.48,0,939.48,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Audiologists,N/A,N/A,N/A,1,0,1
2011,Northern Marianas,,69,,,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,0,0,0
2011,Northern Marianas,,69,,,Interpreters,N/A,N/A,N/A,1,0,1
2011,Northern Marianas,,69,,,Medical/Nursing Service Staff,N/A,N/A,N/A,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Occupational Therapists,N/A,N/A,N/A,4,0,4
2011,Northern Marianas,,69,,,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Northern Marianas,,69,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,0,0,0
2011,Northern Marianas,,69,,,Physical Therapists,N/A,N/A,N/A,1,2,3
2011,Northern Marianas,,69,,,Psychologists,N/A,N/A,N/A,5,0,5
2011,Northern Marianas,,69,,,Social Workers,N/A,N/A,N/A,1,0,1
2011,Northern Marianas,,69,,,Speech-Language Pathologists,N/A,N/A,N/A,0,2,2
2011,Northern Marianas,,69,,,Special Education Paraprofessionals for Ages 3-5,8,0,8,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Special Education Paraprofessionals for Ages 6-21,88,0,88,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Special Education Teachers for Ages 3-5,3,0,3,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Special Education Teachers for Ages 6-21,34,0,34,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Total Special Education Paraprofessionals,96,0,96,N/A,N/A,N/A
2011,Northern Marianas,,69,,,Total Special Education Teachers,37,0,37,N/A,N/A,N/A
2011,Ohio,,39,2,3,Audiologists,N/A,N/A,N/A,38.87,1.02,39.89
2011,Ohio,,39,2,3,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,174.41,1.58,175.99
2011,Ohio,,39,2,3,Interpreters,N/A,N/A,N/A,257.02,64.26,321.28
2011,Ohio,,39,2,3,Medical/Nursing Service Staff,N/A,N/A,N/A,63.46,14.1,77.56
2011,Ohio,,39,2,3,Occupational Therapists,N/A,N/A,N/A,606.13,40.74,646.87
2011,Ohio,,39,2,3,Orientation and Mobility Specialists,N/A,N/A,N/A,25.26,3.6,28.86
2011,Ohio,,39,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,69.3,0.36,69.66
2011,Ohio,,39,2,3,Physical Therapists,N/A,N/A,N/A,259.18,15.9,275.08
2011,Ohio,,39,2,3,Psychologists,N/A,N/A,N/A,665.04,15.42,680.46
2011,Ohio,,39,2,3,Social Workers,N/A,N/A,N/A,40.1,9.6,49.7
2011,Ohio,,39,2,3,Speech-Language Pathologists,N/A,N/A,N/A,2197.76,57.77,2255.53
2011,Ohio,,39,2,3,Special Education Paraprofessionals for Ages 3-5,253.46,0,253.46,N/A,N/A,N/A
2011,Ohio,,39,2,3,Special Education Paraprofessionals for Ages 6-21,1186.79,0,1186.79,N/A,N/A,N/A
2011,Ohio,,39,2,3,Special Education Teachers for Ages 3-5,1724.33,11,1735.33,N/A,N/A,N/A
2011,Ohio,,39,2,3,Special Education Teachers for Ages 6-21,17862.32,383.16,18245.48,N/A,N/A,N/A
2011,Ohio,,39,2,3,Total Special Education Paraprofessionals,1440.25,0,1440.25,N/A,N/A,N/A
2011,Ohio,,39,2,3,Total Special Education Teachers,19586.65,394.16,19980.81,N/A,N/A,N/A
2011,Oklahoma,,40,3,7,Audiologists,N/A,N/A,N/A,2.9,0,2.9
2011,Oklahoma,,40,3,7,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,69.5,0,69.5
2011,Oklahoma,,40,3,7,Interpreters,N/A,N/A,N/A,98.4,8.8,107.2
2011,Oklahoma,,40,3,7,Medical/Nursing Service Staff,N/A,N/A,N/A,75.6,0.2,75.8
2011,Oklahoma,,40,3,7,Occupational Therapists,N/A,N/A,N/A,177.4,5.8,183.2
2011,Oklahoma,,40,3,7,Orientation and Mobility Specialists,N/A,N/A,N/A,9,0,9
2011,Oklahoma,,40,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,32,0,32
2011,Oklahoma,,40,3,7,Physical Therapists,N/A,N/A,N/A,93.1,0.2,93.3
2011,Oklahoma,,40,3,7,Psychologists,N/A,N/A,N/A,300.2,0,300.2
2011,Oklahoma,,40,3,7,Social Workers,N/A,N/A,N/A,12,0,12
2011,Oklahoma,,40,3,7,Speech-Language Pathologists,N/A,N/A,N/A,910.3,6.4,916.7
2011,Oklahoma,,40,3,7,Special Education Paraprofessionals for Ages 3-5,459.8,84.8,544.6,N/A,N/A,N/A
2011,Oklahoma,,40,3,7,Special Education Paraprofessionals for Ages 6-21,2787.8,559.4,3347.2,N/A,N/A,N/A
2011,Oklahoma,,40,3,7,Special Education Teachers for Ages 3-5,449,1,450,N/A,N/A,N/A
2011,Oklahoma,,40,3,7,Special Education Teachers for Ages 6-21,3290,13,3303,N/A,N/A,N/A
2011,Oklahoma,,40,3,7,Total Special Education Paraprofessionals,3247.6,644.2,3891.8,N/A,N/A,N/A
2011,Oklahoma,,40,3,7,Total Special Education Teachers,3739,14,3753,N/A,N/A,N/A
2011,Oregon,,41,4,9,Audiologists,N/A,N/A,N/A,17.84,0,17.84
2011,Oregon,,41,4,9,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,26.71,7,33.71
2011,Oregon,,41,4,9,Interpreters,N/A,N/A,N/A,6.6,46.6,53.2
2011,Oregon,,41,4,9,Medical/Nursing Service Staff,N/A,N/A,N/A,86.85,4.03,90.88
2011,Oregon,,41,4,9,Occupational Therapists,N/A,N/A,N/A,97.83,33.44,131.27
2011,Oregon,,41,4,9,Orientation and Mobility Specialists,N/A,N/A,N/A,18.28,0,18.28
2011,Oregon,,41,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,38.65,0,38.65
2011,Oregon,,41,4,9,Physical Therapists,N/A,N/A,N/A,45.3,7.8,53.1
2011,Oregon,,41,4,9,Psychologists,N/A,N/A,N/A,254.5,3.07,257.57
2011,Oregon,,41,4,9,Social Workers,N/A,N/A,N/A,15.55,1.98,17.53
2011,Oregon,,41,4,9,Speech-Language Pathologists,N/A,N/A,N/A,724,27.43,751.43
2011,Oregon,,41,4,9,Special Education Paraprofessionals for Ages 3-5,114.62,127.38,242,N/A,N/A,N/A
2011,Oregon,,41,4,9,Special Education Paraprofessionals for Ages 6-21,4380.45,1198.61,5579.06,N/A,N/A,N/A
2011,Oregon,,41,4,9,Special Education Teachers for Ages 3-5,132.16,14.84,147,N/A,N/A,N/A
2011,Oregon,,41,4,9,Special Education Teachers for Ages 6-21,2709.46,213.71,2923.17,N/A,N/A,N/A
2011,Oregon,,41,4,9,Total Special Education Paraprofessionals,4495.07,1325.99,5821.06,N/A,N/A,N/A
2011,Oregon,,41,4,9,Total Special Education Teachers,2841.62,228.55,3070.17,N/A,N/A,N/A
2011,Pennsylvania,,42,1,2,Audiologists,N/A,N/A,N/A,64.28,0,64.28
2011,Pennsylvania,,42,1,2,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,1791.45,67.39,1858.84
2011,Pennsylvania,,42,1,2,Interpreters,N/A,N/A,N/A,254.75,16,270.75
2011,Pennsylvania,,42,1,2,Medical/Nursing Service Staff,N/A,N/A,N/A,1207.11,69.27,1276.38
2011,Pennsylvania,,42,1,2,Occupational Therapists,N/A,N/A,N/A,980.88,17.83,998.71
2011,Pennsylvania,,42,1,2,Orientation and Mobility Specialists,N/A,N/A,N/A,59.68,1,60.68
2011,Pennsylvania,,42,1,2,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,1114.71,13,1127.71
2011,Pennsylvania,,42,1,2,Physical Therapists,N/A,N/A,N/A,419.24,6.75,425.99
2011,Pennsylvania,,42,1,2,Psychologists,N/A,N/A,N/A,1563.01,30.5,1593.51
2011,Pennsylvania,,42,1,2,Social Workers,N/A,N/A,N/A,408.66,44.61,453.27
2011,Pennsylvania,,42,1,2,Speech-Language Pathologists,N/A,N/A,N/A,2479.98,47.2,2527.18
2011,Pennsylvania,,42,1,2,Special Education Paraprofessionals for Ages 3-5,830,2.69,832.69,N/A,N/A,N/A
2011,Pennsylvania,,42,1,2,Special Education Paraprofessionals for Ages 6-21,20062.6,322.26,20384.86,N/A,N/A,N/A
2011,Pennsylvania,,42,1,2,Special Education Teachers for Ages 3-5,1137.83,9.03,1146.86,N/A,N/A,N/A
2011,Pennsylvania,,42,1,2,Special Education Teachers for Ages 6-21,20331.93,210.5,20542.43,N/A,N/A,N/A
2011,Pennsylvania,,42,1,2,Total Special Education Paraprofessionals,20892.6,324.95,21217.55,N/A,N/A,N/A
2011,Pennsylvania,,42,1,2,Total Special Education Teachers,21469.76,219.53,21689.29,N/A,N/A,N/A
2011,Puerto Rico,,72,,,Audiologists,N/A,N/A,N/A,11,0,11
2011,Puerto Rico,,72,,,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,1,2,3
2011,Puerto Rico,,72,,,Interpreters,N/A,N/A,N/A,0,0,0
2011,Puerto Rico,,72,,,Medical/Nursing Service Staff,N/A,N/A,N/A,7,0,7
2011,Puerto Rico,,72,,,Occupational Therapists,N/A,N/A,N/A,725,0,725
2011,Puerto Rico,,72,,,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Puerto Rico,,72,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,182,0,182
2011,Puerto Rico,,72,,,Physical Therapists,N/A,N/A,N/A,152,0,152
2011,Puerto Rico,,72,,,Psychologists,N/A,N/A,N/A,748,0,748
2011,Puerto Rico,,72,,,Social Workers,N/A,N/A,N/A,131,0,131
2011,Puerto Rico,,72,,,Speech-Language Pathologists,N/A,N/A,N/A,1148,0,1148
2011,Puerto Rico,,72,,,Special Education Paraprofessionals for Ages 3-5,102,0,102,N/A,N/A,N/A
2011,Puerto Rico,,72,,,Special Education Paraprofessionals for Ages 6-21,5561,0,5561,N/A,N/A,N/A
2011,Puerto Rico,,72,,,Special Education Teachers for Ages 3-5,236.11,41.25,277.36,N/A,N/A,N/A
2011,Puerto Rico,,72,,,Special Education Teachers for Ages 6-21,4342.89,877.75,5220.64,N/A,N/A,N/A
2011,Puerto Rico,,72,,,Total Special Education Paraprofessionals,5663,0,5663,N/A,N/A,N/A
2011,Puerto Rico,,72,,,Total Special Education Teachers,4579,919,5498,N/A,N/A,N/A
2011,Republic of Palau,,230,,,Audiologists,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Interpreters,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Medical/Nursing Service Staff,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Occupational Therapists,N/A,N/A,N/A,0,1,1
2011,Republic of Palau,,230,,,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Physical Therapists,N/A,N/A,N/A,1,0,1
2011,Republic of Palau,,230,,,Psychologists,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Social Workers,N/A,N/A,N/A,0,0,0
2011,Republic of Palau,,230,,,Speech-Language Pathologists,N/A,N/A,N/A,0,2,2
2011,Republic of Palau,,230,,,Special Education Paraprofessionals for Ages 3-5,0,0,0,N/A,N/A,N/A
2011,Republic of Palau,,230,,,Special Education Paraprofessionals for Ages 6-21,0,0,0,N/A,N/A,N/A
2011,Republic of Palau,,230,,,Special Education Teachers for Ages 3-5,1,1,2,N/A,N/A,N/A
2011,Republic of Palau,,230,,,Special Education Teachers for Ages 6-21,12,22,34,N/A,N/A,N/A
2011,Republic of Palau,,230,,,Total Special Education Paraprofessionals,0,0,0,N/A,N/A,N/A
2011,Republic of Palau,,230,,,Total Special Education Teachers,13,23,36,N/A,N/A,N/A
2011,Republic of the Marshall Islands,,231,,,Audiologists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Interpreters,N/A,N/A,N/A,2,0,2
2011,Republic of the Marshall Islands,,231,,,Medical/Nursing Service Staff,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Occupational Therapists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Physical Therapists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Psychologists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Social Workers,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Speech-Language Pathologists,N/A,N/A,N/A,0,0,0
2011,Republic of the Marshall Islands,,231,,,Special Education Paraprofessionals for Ages 3-5,0,0,0,N/A,N/A,N/A
2011,Republic of the Marshall Islands,,231,,,Special Education Paraprofessionals for Ages 6-21,0,0,0,N/A,N/A,N/A
2011,Republic of the Marshall Islands,,231,,,Special Education Teachers for Ages 3-5,8,7,15,N/A,N/A,N/A
2011,Republic of the Marshall Islands,,231,,,Special Education Teachers for Ages 6-21,70,54,124,N/A,N/A,N/A
2011,Republic of the Marshall Islands,,231,,,Total Special Education Paraprofessionals,0,0,0,N/A,N/A,N/A
2011,Republic of the Marshall Islands,,231,,,Total Special Education Teachers,78,61,139,N/A,N/A,N/A
2011,Rhode Island,,44,1,1,Audiologists,N/A,N/A,N/A,5.2,0,5.2
2011,Rhode Island,,44,1,1,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,347,0,347
2011,Rhode Island,,44,1,1,Interpreters,N/A,N/A,N/A,5.51,0,5.51
