Extraction Date:,6/6/2016,,,,,,,,
Updated:,,,,,,,,,
Revised:,,,,,,,,,
,,,,,,,,,
Year,State,Personnel Type,"Teachers Highly Qualified/Paraprofessionals Qualified","Teachers Not Highly Qualified/Paraprofessionals Not Qualified",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total,
2014,Ohio,Occupational Therapists,-,-,-,640.12,69.19,709.31,
2014,Ohio,Orientation and Mobility Specialists,-,-,-,19.93,3.03,22.96,
2014,Ohio,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,72.14,2,74.14,
2014,Ohio,Physical Therapists,-,-,-,237.8,21.59,259.39,
2014,Ohio,Psychologists,-,-,-,622.42,18.78,641.2,
2014,Ohio,Social Workers,-,-,-,53.55,8,61.55,
2014,Ohio,Speech-Language Pathologists,-,-,-,2155.69,129.79,2285.48,
2014,Oklahoma,Special Education Paraprofessionals for Ages 3-5,501.5,83.1,584.7,-,-,-,
2014,Oklahoma,Special Education Paraprofessionals for Ages 6-21,3153.9,624.1,3778,-,-,-,
2014,Oklahoma,Total Special Education Paraprofessionals ,3655.4,707.2,4362.7,-,-,-,
2014,Oklahoma,Special Education Teachers for Ages 3-5,404,5,409,-,-,-,
2014,Oklahoma,Special Education Teachers for Ages 6-21,2804,27,2831,-,-,-,
2014,Oklahoma,Total Special Education Teachers,3208,32,3240,-,-,-,
2014,Oklahoma,Audiologists,-,-,-,7.8,0,7.8,
2014,Oklahoma,Counselors and Rehabilitation Counselors,-,-,-,92.9,0,92.9,
2014,Oklahoma,Interpreters,-,-,-,99.4,11,110.4,
2014,Oklahoma,Medical / Nursing Service Staff,-,-,-,87.8,9,96.8,
2014,Oklahoma,Occupational Therapists,-,-,-,645,7.6,652.6,
2014,Oklahoma,Orientation and Mobility Specialists,-,-,-,12.1,0,12.1,
2014,Oklahoma,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,69.8,1,70.8,
2014,Oklahoma,Physical Therapists,-,-,-,442,1.8,443.8,
2014,Oklahoma,Psychologists,-,-,-,953,1,954,
2014,Oklahoma,Social Workers,-,-,-,16.5,0,16.5,
2014,Oklahoma,Speech-Language Pathologists,-,-,-,2382.4,10.9,2393.3,
2014,Oregon,Special Education Paraprofessionals for Ages 3-5,164.52,88.52,253.04,-,-,-,
2014,Oregon,Special Education Paraprofessionals for Ages 6-21,4880.24,905.92,5786.16,-,-,-,
2014,Oregon,Total Special Education Paraprofessionals ,5044.76,994.44,6039.2,-,-,-,
2014,Oregon,Special Education Teachers for Ages 3-5,117.94,10.18,128.12,-,-,-,
2014,Oregon,Special Education Teachers for Ages 6-21,2621.76,58.07,2679.83,-,-,-,
2014,Oregon,Total Special Education Teachers,2739.7,68.25,2807.95,-,-,-,
2014,Oregon,Audiologists,-,-,-,9.78,0,9.78,
2014,Oregon,Counselors and Rehabilitation Counselors,-,-,-,7.2,7,14.2,
2014,Oregon,Interpreters,-,-,-,7.45,46.49,53.94,
2014,Oregon,Medical / Nursing Service Staff,-,-,-,58.93,13.28,72.21,
2014,Oregon,Occupational Therapists,-,-,-,86.26,31.57,117.83,
2014,Oregon,Orientation and Mobility Specialists,-,-,-,25.04,1,26.04,
2014,Oregon,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,37.27,0,37.27,
2014,Oregon,Physical Therapists,-,-,-,36.44,9.79,46.23,
2014,Oregon,Psychologists,-,-,-,248.09,7.4,255.49,
2014,Oregon,Social Workers,-,-,-,12.67,1,13.67,
2014,Oregon,Speech-Language Pathologists,-,-,-,704.59,45.65,750.24,
2014,Pennsylvania,Special Education Paraprofessionals for Ages 3-5,912.6,17.63,930.23,-,-,-,
2014,Pennsylvania,Special Education Paraprofessionals for Ages 6-21,20878.66,345.55,21224.21,-,-,-,
2014,Pennsylvania,Total Special Education Paraprofessionals ,21791.26,363.18,22154.44,-,-,-,
2014,Pennsylvania,Special Education Teachers for Ages 3-5,1165.81,2,1167.81,-,-,-,
2014,Pennsylvania,Special Education Teachers for Ages 6-21,19459.16,239.15,19698.31,-,-,-,
2014,Pennsylvania,Total Special Education Teachers,20624.97,241.15,20866.12,-,-,-,
2014,Pennsylvania,Audiologists,-,-,-,67.69,3,70.69,
2014,Pennsylvania,Counselors and Rehabilitation Counselors,-,-,-,1758.97,20.91,1779.88,
2014,Pennsylvania,Interpreters,-,-,-,233.31,5,238.31,
2014,Pennsylvania,Medical / Nursing Service Staff,-,-,-,1225.75,52.97,1278.72,
2014,Pennsylvania,Occupational Therapists,-,-,-,1009.32,15.46,1024.78,
2014,Pennsylvania,Orientation and Mobility Specialists,-,-,-,101.49,3,104.49,
2014,Pennsylvania,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,1162.77,12.57,1175.34,
2014,Pennsylvania,Physical Therapists,-,-,-,439,8.46,447.46,
2014,Pennsylvania,Psychologists,-,-,-,1585.89,18.5,1604.39,
2014,Pennsylvania,Social Workers,-,-,-,444.08,14.5,458.58,
2014,Pennsylvania,Speech-Language Pathologists,-,-,-,2786.39,28.2,2814.59,
2014,Puerto Rico,Special Education Paraprofessionals for Ages 3-5,94,0,94,-,-,-,
2014,Puerto Rico,Special Education Paraprofessionals for Ages 6-21,5455,0,5455,-,-,-,
2014,Puerto Rico,Total Special Education Paraprofessionals ,5549,0,5549,-,-,-,
2014,Puerto Rico,Special Education Teachers for Ages 3-5,685.5,149.5,835,-,-,-,
2014,Puerto Rico,Special Education Teachers for Ages 6-21,3598.5,1166.5,4765,-,-,-,
2014,Puerto Rico,Total Special Education Teachers,4284,1316,5600,-,-,-,
2014,Puerto Rico,Audiologists,-,-,-,7,0,7,
2014,Puerto Rico,Counselors and Rehabilitation Counselors,-,-,-,0,1,1,
2014,Puerto Rico,Interpreters,-,-,-,10,0,10,
2014,Puerto Rico,Medical / Nursing Service Staff,-,-,-,7,0,7,
2014,Puerto Rico,Occupational Therapists,-,-,-,533,0,533,
2014,Puerto Rico,Orientation and Mobility Specialists,-,-,-,0,0,0,
2014,Puerto Rico,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,136,0,136,
2014,Puerto Rico,Physical Therapists,-,-,-,157,0,157,
2014,Puerto Rico,Psychologists,-,-,-,643,0,643,
2014,Puerto Rico,Social Workers,-,-,-,73,0,73,
2014,Puerto Rico,Speech-Language Pathologists,-,-,-,858,0,858,
2014,Republic Of Palau,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-,
2014,Republic Of Palau,Special Education Paraprofessionals for Ages 6-21,0,0,0,-,-,-,
2014,Republic Of Palau,Total Special Education Paraprofessionals ,0,0,0,-,-,-,
2014,Republic Of Palau,Special Education Teachers for Ages 3-5,0,2,2,-,-,-,
2014,Republic Of Palau,Special Education Teachers for Ages 6-21,8,15,23,-,-,-,
2014,Republic Of Palau,Total Special Education Teachers,8,17,25,-,-,-,
2014,Republic Of Palau,Audiologists,-,-,-,-,-,-,
2014,Republic Of Palau,Counselors and Rehabilitation Counselors,-,-,-,-,-,-,
2014,Republic Of Palau,Interpreters,-,-,-,-,-,-,
2014,Republic Of Palau,Medical / Nursing Service Staff,-,-,-,-,-,-,
2014,Republic Of Palau,Occupational Therapists,-,-,-,0,1,1,
2014,Republic Of Palau,Orientation and Mobility Specialists,-,-,-,-,-,-,
2014,Republic Of Palau,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,-,-,-,
2014,Republic Of Palau,Physical Therapists,-,-,-,1,0,1,
2014,Republic Of Palau,Psychologists,-,-,-,-,-,-,
2014,Republic Of Palau,Social Workers,-,-,-,-,-,-,
2014,Republic Of Palau,Speech-Language Pathologists,-,-,-,0,2,2,
2014,Republic Of The Marshall Islands,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-,
2014,Republic Of The Marshall Islands,Special Education Paraprofessionals for Ages 6-21,0,0,0,-,-,-,
2014,Republic Of The Marshall Islands,Total Special Education Paraprofessionals ,0,0,0,-,-,-,
2014,Republic Of The Marshall Islands,Special Education Teachers for Ages 3-5,6,5,11,-,-,-,
2014,Republic Of The Marshall Islands,Special Education Teachers for Ages 6-21,56,63,119,-,-,-,
2014,Republic Of The Marshall Islands,Total Special Education Teachers,62,68,130,-,-,-,
2014,Republic Of The Marshall Islands,Audiologists,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Counselors and Rehabilitation Counselors,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Interpreters,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Medical / Nursing Service Staff,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Occupational Therapists,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Orientation and Mobility Specialists,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Physical Therapists,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Psychologists,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Social Workers,-,-,-,0,0,0,
2014,Republic Of The Marshall Islands,Speech-Language Pathologists,-,-,-,0,0,0,
2014,Rhode Island,Special Education Paraprofessionals for Ages 3-5,106.63,-,106.63,-,-,-,
2014,Rhode Island,Special Education Paraprofessionals for Ages 6-21,1371.5,4.5,1376,-,-,-,
2014,Rhode Island,Total Special Education Paraprofessionals ,1478.13,4.5,1482.63,-,-,-,
2014,Rhode Island,Special Education Teachers for Ages 3-5,142,7,149,-,-,-,
2014,Rhode Island,Special Education Teachers for Ages 6-21,1658,9,1667,-,-,-,
2014,Rhode Island,Total Special Education Teachers,1800,16,1816,-,-,-,
2014,Rhode Island,Audiologists,-,-,-,0,0,0,
2014,Rhode Island,Counselors and Rehabilitation Counselors,-,-,-,354,0,354,
2014,Rhode Island,Interpreters,-,-,-,0,0,0,
2014,Rhode Island,Medical / Nursing Service Staff,-,-,-,267,4,271,
2014,Rhode Island,Occupational Therapists,-,-,-,1,0,1,
2014,Rhode Island,Orientation and Mobility Specialists,-,-,-,0,0,0,
2014,Rhode Island,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,77,1,78,
2014,Rhode Island,Physical Therapists,-,-,-,1,0,1,
2014,Rhode Island,Psychologists,-,-,-,172,0,172,
2014,Rhode Island,Social Workers,-,-,-,220,2,222,
2014,Rhode Island,Speech-Language Pathologists,-,-,-,283,1,284,
2014,South Carolina,Special Education Paraprofessionals for Ages 3-5,621.44,9.1,630.54,-,-,-,
2014,South Carolina,Special Education Paraprofessionals for Ages 6-21,4242.09,103.25,4345.34,-,-,-,
2014,South Carolina,Total Special Education Paraprofessionals ,4863.53,112.35,4975.88,-,-,-,
2014,South Carolina,Special Education Teachers for Ages 3-5,452.34,11.54,463.88,-,-,-,
2014,South Carolina,Special Education Teachers for Ages 6-21,4777.95,231.08,5009.03,-,-,-,
2014,South Carolina,Total Special Education Teachers,5230.29,242.62,5472.91,-,-,-,
2014,South Carolina,Audiologists,-,-,-,14.99,0,14.99,
2014,South Carolina,Counselors and Rehabilitation Counselors,-,-,-,445.55,25,470.55,
2014,South Carolina,Interpreters,-,-,-,130.08,5.5,135.58,
2014,South Carolina,Medical / Nursing Service Staff,-,-,-,282.25,0,282.25,
2014,South Carolina,Occupational Therapists,-,-,-,263.04,3,266.04,
2014,South Carolina,Orientation and Mobility Specialists,-,-,-,26.15,0,26.15,
2014,South Carolina,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,108.12,0,108.12,
2014,South Carolina,Physical Therapists,-,-,-,108.61,1.85,110.46,
2014,South Carolina,Psychologists,-,-,-,510.5,11,521.5,
2014,South Carolina,Social Workers,-,-,-,62.51,1,63.51,
2014,South Carolina,Speech-Language Pathologists,-,-,-,1056.37,8.89,1065.26,
2014,South Dakota,Special Education Paraprofessionals for Ages 3-5,193.79,2.8,196.59,-,-,-,
2014,South Dakota,Special Education Paraprofessionals for Ages 6-21,1542.4,15.8,1558.2,-,-,-,
2014,South Dakota,Total Special Education Paraprofessionals ,1736.19,18.6,1754.79,-,-,-,
2014,South Dakota,Special Education Teachers for Ages 3-5,114.33,3.9,118.23,-,-,-,
2014,South Dakota,Special Education Teachers for Ages 6-21,977.66,40.38,1018.04,-,-,-,
2014,South Dakota,Total Special Education Teachers,1091.99,44.28,1136.27,-,-,-,
2014,South Dakota,Audiologists,-,-,-,0.82,0,0.82,
2014,South Dakota,Counselors and Rehabilitation Counselors,-,-,-,5.12,0.4,5.52,
2014,South Dakota,Interpreters,-,-,-,18.41,0,18.41,
2014,South Dakota,Medical / Nursing Service Staff,-,-,-,28.03,1.22,29.25,
2014,South Dakota,Occupational Therapists,-,-,-,61.81,5.05,66.86,
2014,South Dakota,Orientation and Mobility Specialists,-,-,-,1,0,1,
2014,South Dakota,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,10.61,0,10.61,
2014,South Dakota,Physical Therapists,-,-,-,57,2.1,59.1,
2014,South Dakota,Psychologists,-,-,-,81.48,1,82.48,
2014,South Dakota,Social Workers,-,-,-,2.03,2,4.03,
2014,South Dakota,Speech-Language Pathologists,-,-,-,244.42,3,247.42,
2014,Tennessee,Special Education Paraprofessionals for Ages 3-5,750.45,7.34,757.79,-,-,-,
2014,Tennessee,Special Education Paraprofessionals for Ages 6-21,7636.04,188.97,7825.01,-,-,-,
2014,Tennessee,Total Special Education Paraprofessionals ,8386.49,196.31,8582.8,-,-,-,
2014,Tennessee,Special Education Teachers for Ages 3-5,488.41,50,538.41,-,-,-,
2014,Tennessee,Special Education Teachers for Ages 6-21,6987.47,433.77,7421.24,-,-,-,
2014,Tennessee,Total Special Education Teachers,7475.88,483.77,7959.65,-,-,-,
2014,Tennessee,Audiologists,-,-,-,24.95,0,24.95,
2014,Tennessee,Counselors and Rehabilitation Counselors,-,-,-,52.21,1,53.21,
2014,Tennessee,Interpreters,-,-,-,127.5,12.25,139.75,
2014,Tennessee,Medical / Nursing Service Staff,-,-,-,179.41,0,179.41,
2014,Tennessee,Occupational Therapists,-,-,-,261.11,9.69,270.8,
2014,Tennessee,Orientation and Mobility Specialists,-,-,-,25.63,2,27.63,
2014,Tennessee,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,10.45,0,10.45,
2014,Tennessee,Physical Therapists,-,-,-,109.12,3,112.12,
2014,Tennessee,Psychologists,-,-,-,529.68,4.5,534.18,
2014,Tennessee,Social Workers,-,-,-,63.45,0.8,64.25,
2014,Tennessee,Speech-Language Pathologists,-,-,-,952.37,64.21,1016.58,
2014,Texas,Special Education Paraprofessionals for Ages 3-5,3033.25,13,3046.25,-,-,-,
2014,Texas,Special Education Paraprofessionals for Ages 6-21,16029.02,142,16171.02,-,-,-,
2014,Texas,Total Special Education Paraprofessionals ,19062.27,155,19217.27,-,-,-,
2014,Texas,Special Education Teachers for Ages 3-5,2624.63,42,2666.63,-,-,-,
2014,Texas,Special Education Teachers for Ages 6-21,19143.8,213,19356.8,-,-,-,
2014,Texas,Total Special Education Teachers,21768.43,255,22023.43,-,-,-,
2014,Texas,Audiologists,-,-,-,59.76,0,59.76,
2014,Texas,Counselors and Rehabilitation Counselors,-,-,-,423.24,0,423.24,
2014,Texas,Interpreters,-,-,-,299.54,0,299.54,
2014,Texas,Medical / Nursing Service Staff,-,-,-,81.35,0,81.35,
2014,Texas,Occupational Therapists,-,-,-,654.75,0,654.75,
2014,Texas,Orientation and Mobility Specialists,-,-,-,111.88,0,111.88,
2014,Texas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,10.57,0,10.57,
2014,Texas,Physical Therapists,-,-,-,267.71,0,267.71,
2014,Texas,Psychologists,-,-,-,1452,0,1452,
2014,Texas,Social Workers,-,-,-,85.34,0,85.34,
2014,Texas,Speech-Language Pathologists,-,-,-,4306.98,0,4306.98,
2014,"US, Outlying Areas, And Freely Associated States",Special Education Paraprofessionals for Ages 3-5,50652.4,3235.35,53887.85,-,-,-,
2014,"US, Outlying Areas, And Freely Associated States",Special Education Paraprofessionals for Ages 6-21,388906.44,26874.57,415781.01,-,-,-,
2014,"US, Outlying Areas, And Freely Associated States",Total Special Education Paraprofessionals ,439558.84,30109.92,469668.86,-,-,-,
2014,"US, Outlying Areas, And Freely Associated States",Special Education Teachers for Ages 3-5,37872.96,2201.22,40074.18,-,-,-,
2014,"US, Outlying Areas, And Freely Associated States",Special Education Teachers for Ages 6-21,319426.6,20406.57,339833.17,-,-,-,
2014,"US, Outlying Areas, And Freely Associated States",Total Special Education Teachers,357299.56,22607.79,379907.35,-,-,-,
2014,"US, Outlying Areas, And Freely Associated States",Audiologists,-,-,-,1189.51,53.16,1242.67,
2014,"US, Outlying Areas, And Freely Associated States",Counselors and Rehabilitation Counselors,-,-,-,16845.94,272.4,17118.34,
2014,"US, Outlying Areas, And Freely Associated States",Interpreters,-,-,-,5695.96,766.63,6462.59,
2014,"US, Outlying Areas, And Freely Associated States",Medical / Nursing Service Staff,-,-,-,16229.07,606.81,16835.88,
2014,"US, Outlying Areas, And Freely Associated States",Occupational Therapists,-,-,-,19093.63,1422.87,20516.5,
2014,"US, Outlying Areas, And Freely Associated States",Orientation and Mobility Specialists,-,-,-,1539.03,51.79,1590.82,
2014,"US, Outlying Areas, And Freely Associated States",Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,13552.5,286.96,13839.46,
2014,"US, Outlying Areas, And Freely Associated States",Physical Therapists,-,-,-,7940.29,601.94,8542.23,
2014,"US, Outlying Areas, And Freely Associated States",Psychologists,-,-,-,34004.01,387.58,34392.21,
2014,"US, Outlying Areas, And Freely Associated States",Social Workers,-,-,-,16644.39,255.48,16899.87,
2014,"US, Outlying Areas, And Freely Associated States",Speech-Language Pathologists,-,-,-,65877.57,1113.14,66990.71,
2014,Utah,Special Education Paraprofessionals for Ages 3-5,624.62,19,643.62,-,-,-,
2014,Utah,Special Education Paraprofessionals for Ages 6-21,3480.6,783.8,4264.4,-,-,-,
2014,Utah,Total Special Education Paraprofessionals ,4105.22,802.8,4908.02,-,-,-,
2014,Utah,Special Education Teachers for Ages 3-5,278.07,25.1,303.17,-,-,-,
2014,Utah,Special Education Teachers for Ages 6-21,2655.97,280.5,2936.47,-,-,-,
2014,Utah,Total Special Education Teachers,2934.04,305.6,3239.64,-,-,-,
2014,Utah,Audiologists,-,-,-,22.2,0,22.2,
2014,Utah,Counselors and Rehabilitation Counselors,-,-,-,91.81,2,93.81,
2014,Utah,Interpreters,-,-,-,46.25,0.75,47,
2014,Utah,Medical / Nursing Service Staff,-,-,-,70.39,2,72.39,
2014,Utah,Occupational Therapists,-,-,-,79.26,0,79.26,
2014,Utah,Orientation and Mobility Specialists,-,-,-,20.9,0,20.9,
2014,Utah,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,60,3,63,
2014,Utah,Physical Therapists,-,-,-,31.8,0,31.8,
2014,Utah,Psychologists,-,-,-,207.23,11,218.23,
2014,Utah,Social Workers,-,-,-,36.7,0,36.7,
2014,Utah,Speech-Language Pathologists,-,-,-,594.07,21.7,615.77,
2014,Vermont,Special Education Paraprofessionals for Ages 3-5,148.59,2,150.59,-,-,-,
2014,Vermont,Special Education Paraprofessionals for Ages 6-21,2873.76,21,2894.76,-,-,-,
2014,Vermont,Total Special Education Paraprofessionals ,3022.35,23,3045.35,-,-,-,
2014,Vermont,Special Education Teachers for Ages 3-5,117.9,6.8,124.7,-,-,-,
2014,Vermont,Special Education Teachers for Ages 6-21,1179.89,18.7,1198.59,-,-,-,
2014,Vermont,Total Special Education Teachers,1297.79,25.5,1323.29,-,-,-,
2014,Vermont,Audiologists,-,-,-,2.3,0,2.3,
2014,Vermont,Counselors and Rehabilitation Counselors,-,-,-,41.52,0,41.52,
2014,Vermont,Interpreters,-,-,-,10.71,0,10.71,
2014,Vermont,Medical / Nursing Service Staff,-,-,-,8.35,0,8.35,
2014,Vermont,Occupational Therapists,-,-,-,62.58,0,62.58,
2014,Vermont,Orientation and Mobility Specialists,-,-,-,1.47,0,1.47,
2014,Vermont,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,2.64,0,2.64,
2014,Vermont,Physical Therapists,-,-,-,21.83,0,21.83,
2014,Vermont,Psychologists,-,-,-,71.32,1,72.32,
2014,Vermont,Social Workers,-,-,-,25.7,0.25,25.95,
2014,Vermont,Speech-Language Pathologists,-,-,-,269.81,13.2,283.01,
2014,Virgin Islands,Special Education Paraprofessionals for Ages 3-5,1,0,1,-,-,-,
2014,Virgin Islands,Special Education Paraprofessionals for Ages 6-21,79,13,92,-,-,-,
2014,Virgin Islands,Total Special Education Paraprofessionals ,80,13,93,-,-,-,
2014,Virgin Islands,Special Education Teachers for Ages 3-5,5,0,5,-,-,-,
2014,Virgin Islands,Special Education Teachers for Ages 6-21,87,17,104,-,-,-,
2014,Virgin Islands,Total Special Education Teachers,92,17,109,-,-,-,
2014,Virgin Islands,Audiologists,-,-,-,0,0,0,
2014,Virgin Islands,Counselors and Rehabilitation Counselors,-,-,-,0,0,0,
2014,Virgin Islands,Interpreters,-,-,-,2,0,2,
2014,Virgin Islands,Medical / Nursing Service Staff,-,-,-,0,0,0,
2014,Virgin Islands,Occupational Therapists,-,-,-,2,0,2,
2014,Virgin Islands,Orientation and Mobility Specialists,-,-,-,2,0,2,
2014,Virgin Islands,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0,
2014,Virgin Islands,Physical Therapists,-,-,-,1,1,2,
2014,Virgin Islands,Psychologists,-,-,-,8,3,11,
2014,Virgin Islands,Social Workers,-,-,-,5,2,7,
2014,Virgin Islands,Speech-Language Pathologists,-,-,-,18,0,18,
2014,Virginia,Special Education Paraprofessionals for Ages 3-5,1589.97,0,1589.97,-,-,-,
2014,Virginia,Special Education Paraprofessionals for Ages 6-21,8604.37,0,8604.37,-,-,-,
2014,Virginia,Total Special Education Paraprofessionals ,10194.34,0,10194.34,-,-,-,
2014,Virginia,Special Education Teachers for Ages 3-5,658.94,2.25,661.19,-,-,-,
2014,Virginia,Special Education Teachers for Ages 6-21,10470.03,283.58,10753.61,-,-,-,
2014,Virginia,Total Special Education Teachers,11128.97,285.83,11414.8,-,-,-,
2014,Virginia,Audiologists,-,-,-,41.3,0,41.3,
2014,Virginia,Counselors and Rehabilitation Counselors,-,-,-,709.3,4,713.3,
2014,Virginia,Interpreters,-,-,-,189.36,48.9,238.26,
2014,Virginia,Medical / Nursing Service Staff,-,-,-,178.6,0,178.6,
2014,Virginia,Occupational Therapists,-,-,-,310.16,19,329.16,
2014,Virginia,Orientation and Mobility Specialists,-,-,-,13.25,0,13.25,
2014,Virginia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,715,2,717,
2014,Virginia,Physical Therapists,-,-,-,124.45,4,128.45,
2014,Virginia,Psychologists,-,-,-,728.85,2,730.85,
2014,Virginia,Social Workers,-,-,-,579.6,5.5,585.1,
2014,Virginia,Speech-Language Pathologists,-,-,-,1297.4,30.1,1327.5,
2014,Washington,Special Education Paraprofessionals for Ages 3-5,658.24,0,658.24,-,-,-,
2014,Washington,Special Education Paraprofessionals for Ages 6-21,7216.26,0,7216.26,-,-,-,
2014,Washington,Total Special Education Paraprofessionals ,7874.5,0,7874.5,-,-,-,
2014,Washington,Special Education Teachers for Ages 3-5,565.95,11.8,577.75,-,-,-,
2014,Washington,Special Education Teachers for Ages 6-21,5631.21,219.82,5851.03,-,-,-,
2014,Washington,Total Special Education Teachers,6197.16,231.62,6428.78,-,-,-,
2014,Washington,Audiologists,-,-,-,26.07,0,26.07,
2014,Washington,Counselors and Rehabilitation Counselors,-,-,-,149.3,0,149.3,
2014,Washington,Interpreters,-,-,-,146.4,8.47,154.87,
2014,Washington,Medical / Nursing Service Staff,-,-,-,247.96,27.22,275.18,
2014,Washington,Occupational Therapists,-,-,-,460.17,6.11,466.28,
2014,Washington,Orientation and Mobility Specialists,-,-,-,35.04,1,36.04,
2014,Washington,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,37.51,0,37.51,
2014,Washington,Physical Therapists,-,-,-,193.85,5.36,199.21,
2014,Washington,Psychologists,-,-,-,1006.82,4.45,1011.27,
2014,Washington,Social Workers,-,-,-,35.06,0,35.06,
2014,Washington,Speech-Language Pathologists,-,-,-,1306.66,21.91,1328.57,
2014,West Virginia,Special Education Paraprofessionals for Ages 3-5,219.37,55,274.37,-,-,-,
2014,West Virginia,Special Education Paraprofessionals for Ages 6-21,1493.4,67,1560.4,-,-,-,
2014,West Virginia,Total Special Education Paraprofessionals ,1712.77,122,1834.77,-,-,-,
2014,West Virginia,Special Education Teachers for Ages 3-5,382.64,48,430.64,-,-,-,
2014,West Virginia,Special Education Teachers for Ages 6-21,2274.38,500.5,2774.88,-,-,-,
2014,West Virginia,Total Special Education Teachers,2657.02,548.5,3205.52,-,-,-,
2014,West Virginia,Audiologists,-,-,-,9.6,0,9.6,
2014,West Virginia,Counselors and Rehabilitation Counselors,-,-,-,28.55,0,28.55,
2014,West Virginia,Interpreters,-,-,-,40.2,36,76.2,
2014,West Virginia,Medical / Nursing Service Staff,-,-,-,76.05,0,76.05,
2014,West Virginia,Occupational Therapists,-,-,-,88.87,4.5,93.37,
2014,West Virginia,Orientation and Mobility Specialists,-,-,-,7.97,0,7.97,
2014,West Virginia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,7.9,1,8.9,
2014,West Virginia,Physical Therapists,-,-,-,46.48,0,46.48,
2014,West Virginia,Psychologists,-,-,-,124.56,2,126.56,
2014,West Virginia,Social Workers,-,-,-,0.5,0.12,0.62,
2014,West Virginia,Speech-Language Pathologists,-,-,-,491.16,36.84,528,
2014,Wisconsin,Special Education Paraprofessionals for Ages 3-5,*,*,*,-,-,-,
2014,Wisconsin,Special Education Paraprofessionals for Ages 6-21,*,*,*,-,-,-,
2014,Wisconsin,Total Special Education Paraprofessionals ,*,*,*,-,-,-,
2014,Wisconsin,Special Education Teachers for Ages 3-5,*,*,*,-,-,-,
2014,Wisconsin,Special Education Teachers for Ages 6-21,*,*,*,-,-,-,
2014,Wisconsin,Total Special Education Teachers,*,*,*,-,-,-,
2014,Wisconsin,Audiologists,-,-,-,*,*,*,
2014,Wisconsin,Counselors and Rehabilitation Counselors,-,-,-,*,*,*,
2014,Wisconsin,Interpreters,-,-,-,*,*,*,
2014,Wisconsin,Medical / Nursing Service Staff,-,-,-,*,*,*,
2014,Wisconsin,Occupational Therapists,-,-,-,*,*,*,
2014,Wisconsin,Orientation and Mobility Specialists,-,-,-,*,*,*,
2014,Wisconsin,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,*,*,*,
2014,Wisconsin,Physical Therapists,-,-,-,*,*,*,
2014,Wisconsin,Psychologists,-,-,-,*,*,*,
2014,Wisconsin,Social Workers,-,-,-,*,*,*,
2014,Wisconsin,Speech-Language Pathologists,-,-,-,*,*,*,
2014,Wyoming,Special Education Paraprofessionals for Ages 3-5,141.5,38.5,180,-,-,-,
2014,Wyoming,Special Education Paraprofessionals for Ages 6-21,969.79,583,1552.79,-,-,-,
2014,Wyoming,Total Special Education Paraprofessionals ,1111.29,621.5,1732.79,-,-,-,
2014,Wyoming,Special Education Teachers for Ages 3-5,85.9,7,92.9,-,-,-,
2014,Wyoming,Special Education Teachers for Ages 6-21,586.1,24.1,610.2,-,-,-,
2014,Wyoming,Total Special Education Teachers,672,31.1,703.1,-,-,-,
2014,Wyoming,Audiologists,-,-,-,2,0,2,
2014,Wyoming,Counselors and Rehabilitation Counselors,-,-,-,16.61,1.65,18.26,
