Year,State,Nation_ID,State_ID,Region_ID,Division_ID,Personnel Type,Employed and Certified,Employed but not Certified,Total Employed
2005,New Jersey               ,,34,1,2,Special ed teachers for 6-21                 ,"19,310.00","1,137.00","20,447.00"
2005,New Jersey               ,,34,1,2,Vocational education teachers                ,489,17,506
2005,New Jersey               ,,34,1,2,Physical education teachers                  ,298,12,310
2005,New Jersey               ,,34,1,2,Work-study coordinators                      ,95,3,98
2005,New Jersey               ,,34,1,2,Psychologists                                ,"1,619.00",49,"1,668.00"
2005,New Jersey               ,,34,1,2,School social workers                        ,"2,111.00",42,"2,153.00"
2005,New Jersey               ,,34,1,2,Occupational therapists                      ,"1,004.00",5,"1,009.00"
2005,New Jersey               ,,34,1,2,Audiologists                                 ,21,6,27
2005,New Jersey               ,,34,1,2,Teacher aides                                ,"20,033.00",0,"20,033.00"
2005,New Jersey               ,,34,1,2,Recreation specialists                       ,11,0,11
2005,New Jersey               ,,34,1,2,Diagnostic & evaluation staff                ,64,8,72
2005,New Jersey               ,,34,1,2,Physical therapists                          ,491,4,495
2005,New Jersey               ,,34,1,2,Counselors                                   ,"2,001.00",16,"2,017.00"
2005,New Jersey               ,,34,1,2,Speech pathologists                          ,"2,663.00",118,"2,781.00"
2005,New Jersey               ,,34,1,2,Supervisors/administrators                   ,"1,049.00",18,"1,067.00"
2005,New Jersey               ,,34,1,2,Supervisors/administrators (SEA)             ,111,0,111
2005,New Jersey               ,,34,1,2,Interpreters                                 ,92,14,106
2005,New Jersey               ,,34,1,2,Rehabilitation counselors                    ,41,1,42
2005,New Jersey               ,,34,1,2,Other professional staff                     ,923,58,981
2005,New Jersey               ,,34,1,2,Non-professional staff                       ,"1,195.00",0,"1,195.00"
2005,New Jersey               ,,34,1,2,Total                                        ,"34,311.00",371,"34,682.00"
2005,New Mexico               ,,35,4,8,Special ed teachers for 3-5                  ,307,19,326
2005,New Mexico               ,,35,4,8,Special ed teachers for 6-21                 ,"3,965.00",220,"4,186.00"
2005,New Mexico               ,,35,4,8,Vocational education teachers                ,          N/V,          N/V,          N/V
2005,New Mexico               ,,35,4,8,Physical education teachers                  ,          N/V,          N/V,          N/V
2005,New Mexico               ,,35,4,8,Work-study coordinators                      ,          N/V,          N/V,          N/V
2005,New Mexico               ,,35,4,8,Psychologists                                ,136,5,141
2005,New Mexico               ,,35,4,8,School social workers                        ,371,10,381
2005,New Mexico               ,,35,4,8,Occupational therapists                      ,224,18,242
2005,New Mexico               ,,35,4,8,Audiologists                                 ,28,2,30
2005,New Mexico               ,,35,4,8,Teacher aides                                ,"2,769.00",79,"2,848.00"
2005,New Mexico               ,,35,4,8,Recreation specialists                       ,17,0,17
2005,New Mexico               ,,35,4,8,Diagnostic & evaluation staff                ,322,3,325
2005,New Mexico               ,,35,4,8,Physical therapists                          ,102,3,105
2005,New Mexico               ,,35,4,8,Counselors                                   ,          N/V,          N/V,          N/V
2005,New Mexico               ,,35,4,8,Speech pathologists                          ,557,31,588
2005,New Mexico               ,,35,4,8,Supervisors/administrators                   ,66,19,85
2005,New Mexico               ,,35,4,8,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V
2005,New Mexico               ,,35,4,8,Interpreters                                 ,38,4,42
2005,New Mexico               ,,35,4,8,Rehabilitation counselors                    ,28,0,28
2005,New Mexico               ,,35,4,8,Other professional staff                     ,112,44,156
2005,New Mexico               ,,35,4,8,Non-professional staff                       ,          N/V,          N/V,          N/V
2005,New Mexico               ,,35,4,8,Total                                        ,"4,770.00",217,"4,987.00"
2005,New York                 ,,36,1,2,Special ed teachers for 3-5                  ,"3,564.00","1,778.00","5,342.00"
2005,New York                 ,,36,1,2,Special ed teachers for 6-21                 ,"38,226.00","5,686.00","43,912.00"
2005,New York                 ,,36,1,2,Vocational education teachers                ,262,122,383
2005,New York                 ,,36,1,2,Physical education teachers                  ,"1,294.00",216,"1,510.00"
2005,New York                 ,,36,1,2,Work-study coordinators                      ,68,13,81
2005,New York                 ,,36,1,2,Psychologists                                ,"4,294.00",434,"4,727.00"
2005,New York                 ,,36,1,2,School social workers                        ,"3,767.00",314,"4,082.00"
2005,New York                 ,,36,1,2,Occupational therapists                      ,"3,320.00",11,"3,331.00"
2005,New York                 ,,36,1,2,Audiologists                                 ,93,0,93
2005,New York                 ,,36,1,2,Teacher aides                                ,"24,083.00",0,"24,083.00"
2005,New York                 ,,36,1,2,Recreation specialists                       ,0,0,0
2005,New York                 ,,36,1,2,Diagnostic & evaluation staff                ,0,0,0
2005,New York                 ,,36,1,2,Physical therapists                          ,"1,879.00",10,"1,889.00"
2005,New York                 ,,36,1,2,Counselors                                   ,"2,336.00",233,"2,569.00"
2005,New York                 ,,36,1,2,Speech pathologists                          ,"4,514.00",403,"4,917.00"
2005,New York                 ,,36,1,2,Supervisors/administrators                   ,"3,333.00",192,"3,525.00"
2005,New York                 ,,36,1,2,Supervisors/administrators (SEA)             ,1,0,1
2005,New York                 ,,36,1,2,Interpreters                                 ,267,19,286
2005,New York                 ,,36,1,2,Rehabilitation counselors                    ,20,6,26
2005,New York                 ,,36,1,2,Other professional staff                     ,"31,694.00","1,905.00","33,600.00"
2005,New York                 ,,36,1,2,Non-professional staff                       ,"4,425.00",663,"5,087.00"
2005,New York                 ,,36,1,2,Total                                        ,"85,649.00","4,541.00","90,190.00"
2005,North Carolina           ,,37,3,5,Special ed teachers for 3-5                  ,947,174,"1,122.00"
2005,North Carolina           ,,37,3,5,Special ed teachers for 6-21                 ,"9,600.00","1,402.00","11,003.00"
2005,North Carolina           ,,37,3,5,Vocational education teachers                ,635,222,857
2005,North Carolina           ,,37,3,5,Physical education teachers                  ,214,115,329
2005,North Carolina           ,,37,3,5,Work-study coordinators                      ,41,27,68
2005,North Carolina           ,,37,3,5,Psychologists                                ,676,23,699
2005,North Carolina           ,,37,3,5,School social workers                        ,229,38,267
2005,North Carolina           ,,37,3,5,Occupational therapists                      ,441,58,500
2005,North Carolina           ,,37,3,5,Audiologists                                 ,139,14,153
2005,North Carolina           ,,37,3,5,Teacher aides                                ,"7,320.00","1,685.00","9,005.00"
2005,North Carolina           ,,37,3,5,Recreation specialists                       ,11,12,23
2005,North Carolina           ,,37,3,5,Diagnostic & evaluation staff                ,160,19,179
2005,North Carolina           ,,37,3,5,Physical therapists                          ,244,27,272
2005,North Carolina           ,,37,3,5,Counselors                                   ,568,19,587
2005,North Carolina           ,,37,3,5,Speech pathologists                          ,"1,660.00",40,"1,700.00"
2005,North Carolina           ,,37,3,5,Supervisors/administrators                   ,729,88,817
2005,North Carolina           ,,37,3,5,Supervisors/administrators (SEA)             ,62,0,62
2005,North Carolina           ,,37,3,5,Interpreters                                 ,273,88,361
2005,North Carolina           ,,37,3,5,Rehabilitation counselors                    ,18,2,20
2005,North Carolina           ,,37,3,5,Other professional staff                     ,557,91,648
2005,North Carolina           ,,37,3,5,Non-professional staff                       ,458,289,747
2005,North Carolina           ,,37,3,5,Total                                        ,"14,436.00","2,856.00","17,293.00"
2005,North Dakota             ,,38,2,4,Special ed teachers for 3-5                  ,74,10,84
2005,North Dakota             ,,38,2,4,Special ed teachers for 6-21                 ,792,32,825
2005,North Dakota             ,,38,2,4,Vocational education teachers                ,7,1,8
2005,North Dakota             ,,38,2,4,Physical education teachers                  ,7,          N/V,7
2005,North Dakota             ,,38,2,4,Work-study coordinators                      ,4,2,6
2005,North Dakota             ,,38,2,4,Psychologists                                ,44,2,46
2005,North Dakota             ,,38,2,4,School social workers                        ,40,          N/V,40
2005,North Dakota             ,,38,2,4,Occupational therapists                      ,41,1,42
2005,North Dakota             ,,38,2,4,Audiologists                                 ,4,          N/V,4
2005,North Dakota             ,,38,2,4,Teacher aides                                ,"1,307.00",101,"1,407.00"
2005,North Dakota             ,,38,2,4,Recreation specialists                       ,          N/V,          N/V,          N/V
2005,North Dakota             ,,38,2,4,Diagnostic & evaluation staff                ,          N/V,          N/V,          N/V
2005,North Dakota             ,,38,2,4,Physical therapists                          ,18,0,18
2005,North Dakota             ,,38,2,4,Counselors                                   ,          N/V,          N/V,          N/V
2005,North Dakota             ,,38,2,4,Speech pathologists                          ,254,7,261
2005,North Dakota             ,,38,2,4,Supervisors/administrators                   ,70,          N/V,70
2005,North Dakota             ,,38,2,4,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V
2005,North Dakota             ,,38,2,4,Interpreters                                 ,11,2,13
2005,North Dakota             ,,38,2,4,Rehabilitation counselors                    ,          N/V,          N/V,          N/V
2005,North Dakota             ,,38,2,4,Other professional staff                     ,16,0,16
2005,North Dakota             ,,38,2,4,Non-professional staff                       ,          N/V,          N/V,          N/V
2005,North Dakota             ,,38,2,4,Total                                        ,"1,823.00",114,"1,937.00"
2005,Northern Marianas        ,,69,,,Special ed teachers for 3-5                  ,4,0,4
2005,Northern Marianas        ,,69,,,Special ed teachers for 6-21                 ,36,0,36
2005,Northern Marianas        ,,69,,,Vocational education teachers                ,0,0,0
2005,Northern Marianas        ,,69,,,Physical education teachers                  ,1,0,1
2005,Northern Marianas        ,,69,,,Work-study coordinators                      ,0,0,0
2005,Northern Marianas        ,,69,,,Psychologists                                ,4,0,4
2005,Northern Marianas        ,,69,,,School social workers                        ,0,0,0
2005,Northern Marianas        ,,69,,,Occupational therapists                      ,6,0,6
2005,Northern Marianas        ,,69,,,Audiologists                                 ,1,0,1
2005,Northern Marianas        ,,69,,,Teacher aides                                ,0,118,118
2005,Northern Marianas        ,,69,,,Recreation specialists                       ,0,0,0
2005,Northern Marianas        ,,69,,,Diagnostic & evaluation staff                ,0,0,0
2005,Northern Marianas        ,,69,,,Physical therapists                          ,1,0,1
2005,Northern Marianas        ,,69,,,Counselors                                   ,1,0,1
2005,Northern Marianas        ,,69,,,Speech pathologists                          ,5,0,5
2005,Northern Marianas        ,,69,,,Supervisors/administrators                   ,3,0,3
2005,Northern Marianas        ,,69,,,Supervisors/administrators (SEA)             ,2,0,2
2005,Northern Marianas        ,,69,,,Interpreters                                 ,0,0,0
2005,Northern Marianas        ,,69,,,Rehabilitation counselors                    ,0,0,0
2005,Northern Marianas        ,,69,,,Other professional staff                     ,0,12,12
2005,Northern Marianas        ,,69,,,Non-professional staff                       ,5,2,7
2005,Northern Marianas        ,,69,,,Total                                        ,29,132,161
2005,Ohio                     ,,39,2,3,Special ed teachers for 3-5                  ,"1,294.00",29,"1,323.00"
2005,Ohio                     ,,39,2,3,Special ed teachers for 6-21                 ,"16,752.00",351,"17,103.00"
2005,Ohio                     ,,39,2,3,Vocational education teachers                ,5,19,24
2005,Ohio                     ,,39,2,3,Physical education teachers                  ,17,8,25
2005,Ohio                     ,,39,2,3,Work-study coordinators                      ,821,52,873
2005,Ohio                     ,,39,2,3,Psychologists                                ,619,3,622
2005,Ohio                     ,,39,2,3,School social workers                        ,390,52,442
2005,Ohio                     ,,39,2,3,Occupational therapists                      ,693,13,706
2005,Ohio                     ,,39,2,3,Audiologists                                 ,47,4,51
2005,Ohio                     ,,39,2,3,Teacher aides                                ,"8,087.00",0,"8,087.00"
2005,Ohio                     ,,39,2,3,Recreation specialists                       ,0,0,0
2005,Ohio                     ,,39,2,3,Diagnostic & evaluation staff                ,112,0,112
2005,Ohio                     ,,39,2,3,Physical therapists                          ,313,3,317
2005,Ohio                     ,,39,2,3,Counselors                                   ,515,13,528
2005,Ohio                     ,,39,2,3,Speech pathologists                          ,"2,230.00",14,"2,244.00"
2005,Ohio                     ,,39,2,3,Supervisors/administrators                   ,945,12,957
2005,Ohio                     ,,39,2,3,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V
2005,Ohio                     ,,39,2,3,Interpreters                                 ,          N/V,          N/V,          N/V
2005,Ohio                     ,,39,2,3,Rehabilitation counselors                    ,          N/V,          N/V,          N/V
2005,Ohio                     ,,39,2,3,Other professional staff                     ,          N/V,          N/V,          N/V
2005,Ohio                     ,,39,2,3,Non-professional staff                       ,          N/V,          N/V,          N/V
2005,Ohio                     ,,39,2,3,Total                                        ,"14,795.00",193,"14,988.00"
2005,Oklahoma                 ,,40,3,7,Special ed teachers for 3-5                  ,419,9,427
2005,Oklahoma                 ,,40,3,7,Special ed teachers for 6-21                 ,"4,465.00",67,"4,532.00"
2005,Oklahoma                 ,,40,3,7,Vocational education teachers                ,38,0,38
2005,Oklahoma                 ,,40,3,7,Physical education teachers                  ,66,0,66
2005,Oklahoma                 ,,40,3,7,Work-study coordinators                      ,46,0,46
2005,Oklahoma                 ,,40,3,7,Psychologists                                ,220,1,221
2005,Oklahoma                 ,,40,3,7,School social workers                        ,20,1,21
2005,Oklahoma                 ,,40,3,7,Occupational therapists                      ,149,1,150
2005,Oklahoma                 ,,40,3,7,Audiologists                                 ,25,0,25
2005,Oklahoma                 ,,40,3,7,Teacher aides                                ,"3,625.00",71,"3,696.00"
2005,Oklahoma                 ,,40,3,7,Recreation specialists                       ,2,0,2
2005,Oklahoma                 ,,40,3,7,Diagnostic & evaluation staff                ,103,0,103
2005,Oklahoma                 ,,40,3,7,Physical therapists                          ,122,1,122
2005,Oklahoma                 ,,40,3,7,Counselors                                   ,89,0,89
2005,Oklahoma                 ,,40,3,7,Speech pathologists                          ,594,1,595
2005,Oklahoma                 ,,40,3,7,Supervisors/administrators                   ,190,1,192
2005,Oklahoma                 ,,40,3,7,Supervisors/administrators (SEA)             ,37,0,37
2005,Oklahoma                 ,,40,3,7,Interpreters                                 ,98,10,108
2005,Oklahoma                 ,,40,3,7,Rehabilitation counselors                    ,4,0,4
2005,Oklahoma                 ,,40,3,7,Other professional staff                     ,252,0,252
2005,Oklahoma                 ,,40,3,7,Non-professional staff                       ,436,23,458
2005,Oklahoma                 ,,40,3,7,Total                                        ,"6,117.00",108,"6,226.00"
2005,Oregon                   ,,4,4,9,Special ed teachers for 3-5                  ,160,10,170
2005,Oregon                   ,,41,4,9,Special ed teachers for 6-21                 ,"3,216.00",163,"3,378.00"
2005,Oregon                   ,,41,4,9,Vocational education teachers                ,141,2,142
2005,Oregon                   ,,41,4,9,Physical education teachers                  ,52,0,52
2005,Oregon                   ,,41,4,9,Work-study coordinators                      ,6,7,14
2005,Oregon                   ,,41,4,9,Psychologists                                ,306,8,314
2005,Oregon                   ,,41,4,9,School social workers                        ,28,4,31
2005,Oregon                   ,,41,4,9,Occupational therapists                      ,137,5,142
2005,Oregon                   ,,41,4,9,Audiologists                                 ,25,0,25
2005,Oregon                   ,,41,4,9,Teacher aides                                ,"5,910.00",0,"5,910.00"
2005,Oregon                   ,,41,4,9,Recreation specialists                       ,2,2,3
2005,Oregon                   ,,41,4,9,Diagnostic & evaluation staff                ,69,1,70
2005,Oregon                   ,,41,4,9,Physical therapists                          ,75,3,78
2005,Oregon                   ,,41,4,9,Counselors                                   ,221,13,234
2005,Oregon                   ,,41,4,9,Speech pathologists                          ,555,14,569
2005,Oregon                   ,,41,4,9,Supervisors/administrators                   ,218,7,225
2005,Oregon                   ,,41,4,9,Supervisors/administrators (SEA)             ,8,0,8
2005,Oregon                   ,,41,4,9,Interpreters                                 ,108,11,119
2005,Oregon                   ,,41,4,9,Rehabilitation counselors                    ,7,0,7
2005,Oregon                   ,,41,4,9,Other professional staff                     ,357,61,417
2005,Oregon                   ,,41,4,9,Non-professional staff                       ,366,0,366
2005,Oregon                   ,,41,4,9,Total                                        ,"8,588.00",138,"8,726.00"
2005,Pennsylvania             ,,42,1,2,Special ed teachers for 3-5                  ,"1,503.00",32,"1,535.00"
2005,Pennsylvania             ,,42,1,2,Special ed teachers for 6-21                 ,"20,665.00",231,"20,896.00"
2005,Pennsylvania             ,,42,1,2,Vocational education teachers                ,189,13,202
2005,Pennsylvania             ,,42,1,2,Physical education teachers                  ,693,32,725
2005,Pennsylvania             ,,42,1,2,Work-study coordinators                      ,76,2,78
2005,Pennsylvania             ,,42,1,2,Psychologists                                ,"1,213.00",21,"1,234.00"
2005,Pennsylvania             ,,42,1,2,School social workers                        ,330,5,335
2005,Pennsylvania             ,,42,1,2,Occupational therapists                      ,695,4,699
2005,Pennsylvania             ,,42,1,2,Audiologists                                 ,28,0,28
2005,Pennsylvania             ,,42,1,2,Teacher aides                                ,"15,666.00",0,"15,666.00"
2005,Pennsylvania             ,,42,1,2,Recreation specialists                       ,54,2,56
2005,Pennsylvania             ,,42,1,2,Diagnostic & evaluation staff                ,92,0,92
2005,Pennsylvania             ,,42,1,2,Physical therapists                          ,293,0,293
2005,Pennsylvania             ,,42,1,2,Counselors                                   ,"1,087.00",20,"1,107.00"
2005,Pennsylvania             ,,42,1,2,Speech pathologists                          ,385,6,391
2005,Pennsylvania             ,,42,1,2,Supervisors/administrators                   ,"1,170.00",19,"1,189.00"
2005,Pennsylvania             ,,42,1,2,Supervisors/administrators (SEA)             ,64,0,64
2005,Pennsylvania             ,,42,1,2,Interpreters                                 ,247,4,251
2005,Pennsylvania             ,,42,1,2,Rehabilitation counselors                    ,27,0,27
2005,Pennsylvania             ,,42,1,2,Other professional staff                     ,"1,787.00",103,"1,890.00"
2005,Pennsylvania             ,,42,1,2,Non-professional staff                       ,"1,967.00",110,"2,076.00"
2005,Pennsylvania             ,,42,1,2,Total                                        ,"26,062.00",342,"26,404.00"
2005,Puerto Rico              ,,72,,,Special ed teachers for 3-5                  ,98,0,98
2005,Puerto Rico              ,,72,,,Special ed teachers for 6-21                 ,"4,579.00",55,"4,634.00"
2005,Puerto Rico              ,,72,,,Vocational education teachers                ,186,7,193
2005,Puerto Rico              ,,72,,,Physical education teachers                  ,141,3,144
2005,Puerto Rico              ,,72,,,Work-study coordinators                      ,2,0,2
2005,Puerto Rico              ,,72,,,Psychologists                                ,6,0,6
2005,Puerto Rico              ,,72,,,School social workers                        ,126,0,126
2005,Puerto Rico              ,,72,,,Occupational therapists                      ,14,0,14
2005,Puerto Rico              ,,72,,,Audiologists                                 ,0,0,0
2005,Puerto Rico              ,,72,,,Teacher aides                                ,"3,014.00",0,"3,014.00"
2005,Puerto Rico              ,,72,,,Recreation specialists                       ,0,0,0
2005,Puerto Rico              ,,72,,,Diagnostic & evaluation staff                ,30,0,30
2005,Puerto Rico              ,,72,,,Physical therapists                          ,3,0,3
2005,Puerto Rico              ,,72,,,Counselors                                   ,14,0,14
2005,Puerto Rico              ,,72,,,Speech pathologists                          ,21,0,21
2005,Puerto Rico              ,,72,,,Supervisors/administrators                   ,145,0,145
2005,Puerto Rico              ,,72,,,Supervisors/administrators (SEA)             ,98,0,98
2005,Puerto Rico              ,,72,,,Interpreters                                 ,0,0,0
2005,Puerto Rico              ,,72,,,Rehabilitation counselors                    ,0,0,0
2005,Puerto Rico              ,,72,,,Other professional staff                     ,50,0,50
2005,Puerto Rico              ,,72,,,Non-professional staff                       ,355,0,355
2005,Puerto Rico              ,,72,,,Total                                        ,"4,205.00",10,"4,215.00"
2005,Rhode Island             ,,44,1,1,Special ed teachers for 3-5                  ,99,0,99
2005,Rhode Island             ,,44,1,1,Special ed teachers for 6-21                 ,"2,001.00",81,"2,082.00"
2005,Rhode Island             ,,44,1,1,Vocational education teachers                ,113,11,124
2005,Rhode Island             ,,44,1,1,Physical education teachers                  ,71,0,71
2005,Rhode Island             ,,44,1,1,Work-study coordinators                      ,          N/V,          N/V,          N/V
2005,Rhode Island             ,,44,1,1,Psychologists                                ,175,0,175
2005,Rhode Island             ,,44,1,1,School social workers                        ,191,2,193
2005,Rhode Island             ,,44,1,1,Occupational therapists                      ,82,5,87
2005,Rhode Island             ,,44,1,1,Audiologists                                 ,          N/V,          N/V,          N/V
2005,Rhode Island             ,,44,1,1,Teacher aides                                ,"2,063.00",0,"2,063.00"
2005,Rhode Island             ,,44,1,1,Recreation specialists                       ,          N/V,          N/V,          N/V
2005,Rhode Island             ,,44,1,1,Diagnostic & evaluation staff                ,          N/V,          N/V,          N/V
2005,Rhode Island             ,,44,1,1,Physical therapists                          ,28,1,29
2005,Rhode Island             ,,44,1,1,Counselors                                   ,409,0,409
2005,Rhode Island             ,,44,1,1,Speech pathologists                          ,189,0,189
2005,Rhode Island             ,,44,1,1,Supervisors/administrators                   ,60,0,60
2005,Rhode Island             ,,44,1,1,Supervisors/administrators (SEA)             ,9,0,9
2005,Rhode Island             ,,44,1,1,Interpreters                                 ,2,0,2
2005,Rhode Island             ,,44,1,1,Rehabilitation counselors                    ,          N/V,          N/V,          N/V
2005,Rhode Island             ,,44,1,1,Other professional staff                     ,138,0,138
2005,Rhode Island             ,,44,1,1,Non-professional staff                       ,173,3,176
2005,Rhode Island             ,,44,1,1,Total                                        ,"3,703.00",22,"3,725.00"
2005,South Carolina           ,,45,3,5,Special ed teachers for 3-5                  ,705,19,724
2005,South Carolina           ,,45,3,5,Special ed teachers for 6-21                 ,"5,460.00",282,"5,743.00"
2005,South Carolina           ,,45,3,5,Vocational education teachers                ,73,2,75
2005,South Carolina           ,,45,3,5,Physical education teachers                  ,42,0,42
2005,South Carolina           ,,45,3,5,Work-study coordinators                      ,19,2,21
2005,South Carolina           ,,45,3,5,Psychologists                                ,391,4,395
2005,South Carolina           ,,45,3,5,School social workers                        ,60,3,63
2005,South Carolina           ,,45,3,5,Occupational therapists                      ,126,4,130
2005,South Carolina           ,,45,3,5,Audiologists                                 ,8,0,8
2005,South Carolina           ,,45,3,5,Teacher aides                                ,"3,427.00",615,"4,042.00"
2005,South Carolina           ,,45,3,5,Recreation specialists                       ,8,0,8
2005,South Carolina           ,,45,3,5,Diagnostic & evaluation staff                ,9,2,11
2005,South Carolina           ,,45,3,5,Physical therapists                          ,65,0,65
2005,South Carolina           ,,45,3,5,Counselors                                   ,160,0,160
2005,South Carolina           ,,45,3,5,Speech pathologists                          ,          N/V,          N/V,          N/V
2005,South Carolina           ,,45,3,5,Supervisors/administrators                   ,          N/V,          N/V,          N/V
2005,South Carolina           ,,45,3,5,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V
2005,South Carolina           ,,45,3,5,Interpreters                                 ,94,6,100
2005,South Carolina           ,,45,3,5,Rehabilitation counselors                    ,          N/V,          N/V,          N/V
2005,South Carolina           ,,45,3,5,Other professional staff                     ,          N/V,          N/V,          N/V
2005,South Carolina           ,,45,3,5,Non-professional staff                       ,63,17,79
2005,South Carolina           ,,45,3,5,Total                                        ,"4,546.00",653,"5,199.00"
2005,South Dakota             ,,46,2,4,Special ed teachers for 3-5                  ,104,6,110
2005,South Dakota             ,,46,2,4,Special ed teachers for 6-21                 ,743,142,886
2005,South Dakota             ,,46,2,4,Vocational education teachers                ,4,6,10
2005,South Dakota             ,,46,2,4,Physical education teachers                  ,12,1,13
2005,South Dakota             ,,46,2,4,Work-study coordinators                      ,4,18,22
2005,South Dakota             ,,46,2,4,Psychologists                                ,54,4,58
2005,South Dakota             ,,46,2,4,School social workers                        ,15,1,16
2005,South Dakota             ,,46,2,4,Occupational therapists                      ,13,42,55
2005,South Dakota             ,,46,2,4,Audiologists                                 ,0,2,2
2005,South Dakota             ,,46,2,4,Teacher aides                                ,"1,415.00",0,"1,415.00"
2005,South Dakota             ,,46,2,4,Recreation specialists                       ,1,0,1
2005,South Dakota             ,,46,2,4,Diagnostic & evaluation staff                ,15,0,15
2005,South Dakota             ,,46,2,4,Physical therapists                          ,11,20,31
2005,South Dakota             ,,46,2,4,Counselors                                   ,40,0,40
2005,South Dakota             ,,46,2,4,Speech pathologists                          ,189,1,190
2005,South Dakota             ,,46,2,4,Supervisors/administrators                   ,58,29,87
2005,South Dakota             ,,46,2,4,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V
2005,South Dakota             ,,46,2,4,Interpreters                                 ,3,26,29
2005,South Dakota             ,,46,2,4,Rehabilitation counselors                    ,0,0,0
2005,South Dakota             ,,46,2,4,Other professional staff                     ,41,97,138
2005,South Dakota             ,,46,2,4,Non-professional staff                       ,17,123,140
2005,South Dakota             ,,46,2,4,Total                                        ,"1,891.00",371,"2,261.00"
2005,Tennessee                ,,47,3,6,Special ed teachers for 3-5                  ,875,19,894
2005,Tennessee                ,,47,3,6,Special ed teachers for 6-21                 ,"5,030.00",272,"5,302.00"
2005,Tennessee                ,,47,3,6,Vocational education teachers                ,11,0,11
2005,Tennessee                ,,47,3,6,Physical education teachers                  ,5,0,5
2005,Tennessee                ,,47,3,6,Work-study coordinators                      ,7,1,8
2005,Tennessee                ,,47,3,6,Psychologists                                ,438,0,438
2005,Tennessee                ,,47,3,6,School social workers                        ,74,0,74
2005,Tennessee                ,,47,3,6,Occupational therapists                      ,168,0,168
2005,Tennessee                ,,47,3,6,Audiologists                                 ,36,2,38
2005,Tennessee                ,,47,3,6,Teacher aides                                ,"4,396.00",111,"4,507.00"
2005,Tennessee                ,,47,3,6,Recreation specialists                       ,0,0,0
2005,Tennessee                ,,47,3,6,Diagnostic & evaluation staff                ,60,0,60
2005,Tennessee                ,,47,3,6,Physical therapists                          ,89,0,89
2005,Tennessee                ,,47,3,6,Counselors                                   ,60,0,60
2005,Tennessee                ,,47,3,6,Speech pathologists                          ,683,45,728
2005,Tennessee                ,,47,3,6,Supervisors/administrators                   ,295,0,295
2005,Tennessee                ,,47,3,6,Supervisors/administrators (SEA)             ,55,0,55
2005,Tennessee                ,,47,3,6,Interpreters                                 ,122,0,122
2005,Tennessee                ,,47,3,6,Rehabilitation counselors                    ,3,0,3
2005,Tennessee                ,,47,3,6,Other professional staff                     ,500,14,513
2005,Tennessee                ,,47,3,6,Non-professional staff                       ,395,34,429
2005,Tennessee                ,,47,3,6,Total                                        ,"7,396.00",206,"7,602.00"
2005,Texas                    ,,48,3,7,Special ed teachers for 3-5                  ,816,219,"1,035.00"
2005,Texas                    ,,48,3,7,Special ed teachers for 6-21                 ,"22,787.00","7,851.00","30,639.00"
2005,Texas                    ,,48,3,7,Vocational education teachers                ,          N/V,          N/V,          N/V
2005,Texas                    ,,48,3,7,Physical education teachers                  ,          N/V,          N/V,          N/V
2005,Texas                    ,,48,3,7,Work-study coordinators                      ,          N/V,          N/V,          N/V
2005,Texas                    ,,48,3,7,Psychologists                                ,895,0,895
2005,Texas                    ,,48,3,7,School social workers                        ,88,0,88
2005,Texas                    ,,48,3,7,Occupational therapists                      ,491,0,491
2005,Texas                    ,,48,3,7,Audiologists                                 ,47,0,47
2005,Texas                    ,,48,3,7,Teacher aides                                ,"27,589.00",0,"27,589.00"
2005,Texas                    ,,48,3,7,Recreation specialists                       ,18,0,18
2005,Texas                    ,,48,3,7,Diagnostic & evaluation staff                ,"3,185.00",420,"3,605.00"
2005,Texas                    ,,48,3,7,Physical therapists                          ,239,0,239
2005,Texas                    ,,48,3,7,Counselors                                   ,446,0,446
2005,Texas                    ,,48,3,7,Speech pathologists                          ,"3,672.00",0,"3,672.00"
2005,Texas                    ,,48,3,7,Supervisors/administrators                   ,506,229,735
2005,Texas                    ,,48,3,7,Supervisors/administrators (SEA)             ,          N/V,          N/V,          N/V
2005,Texas                    ,,48,3,7,Interpreters                                 ,352,116,468
2005,Texas                    ,,48,3,7,Rehabilitation counselors                    ,          N/V,          N/V,          N/V
2005,Texas                    ,,48,3,7,Other professional staff                     ,"1,221.00",22,"1,243.00"
2005,Texas                    ,,48,3,7,Non-professional staff                       ,          N/V,          N/V,          N/V
2005,Texas                    ,,48,3,7,Total                                        ,"38,749.00",787,"39,537.00"
2005,Utah                     ,,49,4,8,Special ed teachers for 3-5                  ,161,26,186
2005,Utah                     ,,49,4,8,Special ed teachers for 6-21                 ,"2,430.00",227,"2,656.00"
2005,Utah                     ,,49,4,8,Vocational education teachers                ,11,0,11
2005,Utah                     ,,49,4,8,Physical education teachers                  ,28,2,30
2005,Utah                     ,,49,4,8,Work-study coordinators                      ,4,0,4
2005,Utah                     ,,49,4,8,Psychologists                                ,192,32,224
2005,Utah                     ,,49,4,8,School social workers                        ,39,1,40
